@relation hive

@attribute issuecleanedbodylen numeric
@attribute ncommitsbycreator numeric
@attribute ncommitsinproject numeric
@attribute nissuesbycreator numeric
@attribute nissuesbycreatorclosed numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {0,7}


@data
41,0,283,16,0,502,33,7
55,0,111,1,0,191,0,7
64,0,596,20,17,853,20,7
10,0,126,16,0,197,0,7
96,0,113,1,0,265,2,7
14,0,727,52,0,1027,1,7
41,0,683,78,10,925,90,7
17,0,146,5,0,297,0,7
73,0,76,2,0,159,0,7
364,0,157,3,0,310,6,7
8,0,122,22,0,211,0,7
25,0,797,27,0,1076,1,7
24,0,497,128,2,857,0,7
66,0,62,18,0,173,0,7
6,0,124,44,0,213,0,7
64,0,114,1,0,232,0,7
71,0,121,23,0,194,0,7
21,0,105,22,0,218,0,7
33,0,764,2,0,1034,1,7
90,0,122,46,0,236,0,7
38,0,554,4,0,798,4,7
14,0,724,51,0,1024,1,7
86,0,265,7,0,502,18,7
49,0,103,50,0,164,1,7
13,0,670,29,0,949,10,7
19,0,501,15,2,848,2,7
5,0,125,13,0,199,0,7
16,0,128,19,0,218,0,7
6,0,349,1,0,590,6,7
33,0,124,7,0,307,0,7
117,0,547,2,0,792,28,7
63,0,167,5,4,313,42,7
320,0,399,1,0,569,1,7
28,0,810,26,0,1077,1,7
81,0,426,18,1,668,5,7
71,0,759,25,1,1036,1,7
21,54,117,55,0,199,1,7
325,0,497,2,0,847,0,7
9,0,498,102,3,841,0,7
28,0,720,14,1,1012,1,7
42,0,264,10,7,534,129,7
59,0,756,13,18,1009,165,7
58,0,521,90,1,820,3,7
80,0,300,15,0,517,0,7
45,0,21,1,0,30,0,7
129,73,94,32,0,210,0,7
27,0,351,18,0,540,1,7
17,0,158,31,42,307,43,7
75,0,137,2,0,297,0,7
20,0,137,37,0,215,0,7
206,0,153,2,0,347,4,7
33,0,587,30,0,839,27,7
16,0,120,34,10,278,2,7
141,0,122,2,0,212,0,7
105,0,107,1,0,226,14,7
61,0,54,13,0,151,0,7
42,0,103,23,0,214,0,7
48,0,455,27,0,639,1,7
21,0,565,91,4,803,4,7
24,0,544,5,0,837,5,7
41,0,151,5,0,305,10,7
8,0,567,38,9,823,27,7
24,0,80,11,0,160,0,7
7,0,561,30,10,831,8,7
25,0,363,14,0,596,1,7
190,0,130,6,0,207,0,7
126,0,284,6,4,507,0,7
56,0,132,16,0,194,0,7
16,0,117,5,0,218,1,7
18,0,172,15,0,337,0,7
32,0,133,46,0,248,0,7
22,53,467,25,0,659,1,7
38,0,718,4,0,986,4,7
57,0,150,14,19,310,10,7
110,0,555,11,0,791,29,7
5,0,507,8,1,841,0,7
107,0,548,6,3,831,8,7
48,0,81,6,0,154,0,7
221,0,594,21,1,845,26,7
120,0,112,1,0,237,2,7
50,0,291,15,0,521,44,7
91,0,747,17,14,1022,185,7
34,0,113,4,0,311,2,7
73,0,391,1,0,628,6,7
6,0,507,94,3,843,0,7
63,0,358,19,5,597,6,7
61,0,560,9,15,811,5,7
22,0,139,1,0,243,0,7
400,0,166,26,2,328,0,7
21,0,61,16,0,170,0,7
58,0,523,7,0,770,2,7
148,0,499,13,1,842,0,7
39,0,492,41,1,811,3,7
25,0,749,89,35,973,241,7
26,0,126,46,0,201,0,7
6,0,96,7,0,151,1,7
44,0,74,3,0,170,0,7
30,0,804,37,0,1081,1,7
69,0,811,11,9,1050,321,7
61,0,83,27,0,153,0,7
43,0,771,21,12,1047,208,7
101,0,760,22,2,1042,222,7
40,0,128,7,0,311,0,7
96,0,237,16,0,484,0,7
66,0,147,1,0,332,5,7
25,0,765,52,6,1025,195,7
23,0,639,5,0,947,2,7
30,0,145,14,0,383,0,7
33,0,837,41,0,1092,1,7
89,0,414,3,0,661,5,7
28,0,399,21,1,564,20,7
35,43,86,41,0,162,1,7
78,0,101,22,0,205,0,7
47,0,92,1,0,224,0,7
19,31,119,28,0,207,0,7
94,0,76,21,0,157,0,7
182,0,109,41,10,311,1,7
143,0,560,14,0,793,4,7
60,0,451,17,0,694,1,7
68,0,90,7,0,195,3,7
174,0,118,1,0,223,1,7
43,0,112,32,2,236,1,7
44,0,400,24,4,711,7,7
212,0,81,31,0,172,0,7
41,0,692,23,0,977,1,7
24,0,473,9,2,805,2,7
50,0,111,31,0,235,0,7
32,0,127,28,0,303,0,7
87,0,543,73,10,837,5,7
58,0,33,7,0,77,0,7
15,0,69,14,0,157,0,7
186,0,385,2,0,631,6,7
116,0,755,9,1,1028,1,7
29,0,511,89,1,809,3,7
84,0,424,1,0,660,1,7
39,0,484,137,2,842,0,7
81,0,710,6,0,1006,3,7
72,0,148,5,1,387,0,7
18,0,168,18,25,316,38,7
24,0,500,111,2,813,5,7
38,0,421,10,3,660,3,7
59,0,291,4,0,529,52,7
62,0,132,35,0,215,0,7
19,0,746,2,0,1013,179,7
36,0,476,10,1,707,1,7
97,0,610,19,0,853,19,7
34,0,160,79,0,272,0,7
43,0,98,7,0,219,2,7
11,0,128,20,0,187,0,7
65,0,377,6,0,543,20,7
57,0,657,48,2,945,12,7
23,0,89,1,0,153,1,7
103,0,352,1,0,545,1,7
57,0,66,3,0,161,0,7
59,0,104,1,0,230,0,7
38,0,107,18,0,188,0,7
61,0,366,30,0,609,1,7
11,0,126,8,0,197,0,7
6,0,264,5,2,494,18,7
50,0,118,4,0,344,0,7
75,0,771,26,0,1062,1,7
123,0,691,13,0,946,10,7
61,0,687,24,2,982,1,7
37,0,740,35,15,999,155,7
32,0,241,4,0,488,0,7
40,0,558,78,0,817,2,7
18,0,125,6,14,207,37,7
53,0,53,5,0,143,0,7
211,0,475,1,0,791,3,7
131,61,158,76,0,269,0,7
47,48,138,70,0,245,0,7
15,0,85,25,0,149,0,7
76,0,612,3,0,837,62,7
8,0,327,24,0,532,0,7
3136,0,825,40,0,1082,1,7
5,0,783,80,10,1043,201,7
56,0,559,22,0,797,29,7
131,0,801,1,0,1075,1,7
22,14,294,37,31,545,98,7
28,0,460,21,1,718,4,7
74,0,764,19,5,1051,213,7
32,0,126,20,1,298,2,7
45,0,500,69,1,831,3,7
99,0,550,1,0,833,7,7
9,0,491,37,2,703,1,7
82,0,744,6,0,1012,154,7
55,0,92,24,15,214,0,7
10,0,131,42,0,197,0,7
28,0,560,19,0,813,29,7
65,0,300,3,3,496,16,7
357,0,770,7,2,1046,208,7
72,0,82,13,0,153,0,7
27,0,87,9,0,155,0,7
253,0,668,35,12,912,79,7
13,0,107,27,0,219,0,7
47,21,362,34,1,601,1,7
47,32,609,23,1,867,23,7
221,0,666,5,0,914,71,7
22,0,167,8,0,332,0,7
37,0,80,1,0,167,0,7
38,0,139,1,0,280,0,7
9,0,142,1,0,247,0,7
57,0,127,19,0,217,1,7
6,0,818,111,0,1081,1,7
72,0,472,2,0,690,1,7
86,0,126,1,0,211,43,7
16,0,786,25,12,1071,233,7
63,13,41,15,0,118,0,7
23,0,124,4,0,307,0,7
20,0,522,28,1,824,1,7
49,0,132,44,0,233,0,7
4,0,303,17,6,543,69,7
28,0,121,6,0,200,0,7
187,0,570,25,14,835,9,7
174,0,288,1,0,497,14,7
50,0,611,24,1,847,14,7
63,0,440,11,1,623,4,7
52,0,124,56,0,202,0,7
9,0,754,22,6,1037,1,7
280,0,639,6,0,946,2,7
73,0,780,10,0,1062,1,7
36,0,768,48,12,1047,234,7
38,0,644,10,0,940,2,7
5,0,127,16,0,256,0,7
112,0,147,21,49,333,5,7
50,0,430,9,0,625,4,7
352,0,723,21,0,1020,1,7
9,0,81,2,0,171,1,7
11,0,109,5,3,224,19,7
92,0,68,4,0,163,0,7
118,0,124,1,0,195,0,7
21,0,33,4,0,102,0,7
9,0,143,51,0,268,0,7
20,0,122,17,0,215,0,7
35,4,507,9,0,839,0,7
12,0,603,24,0,865,28,7
16,31,121,30,0,209,0,7
34,0,483,72,1,827,2,7
22,0,625,73,10,887,47,7
20,0,123,4,0,318,0,7
32,0,657,60,8,950,12,7
58,0,131,17,0,220,0,7
106,0,115,33,0,241,0,7
157,0,565,29,2,822,2,7
48,0,707,2,0,943,123,7
31,0,519,36,8,804,3,7
66,0,150,18,0,379,1,7
84,0,148,16,0,372,1,7
231,0,625,3,5,896,46,7
28,0,113,3,0,197,0,7
36,0,449,17,0,644,2,7
52,0,164,34,43,302,14,7
206,2,453,12,1,641,1,7
43,0,493,9,0,821,4,7
5,0,161,27,2,335,0,7
73,0,487,1,0,823,3,7
45,0,101,19,14,210,4,7
35,0,314,19,5,522,12,7
33,0,609,47,0,862,23,7
43,0,261,37,0,535,0,7
58,0,670,13,1,948,10,7
21,0,490,17,0,809,3,7
26,0,138,56,0,243,0,7
59,0,134,24,0,209,0,7
32,0,159,15,0,333,0,7
16,0,609,4,0,845,14,7
52,0,507,111,3,830,4,7
15,0,165,2,0,436,0,7
10,0,483,84,2,826,2,7
232,0,486,3,0,698,123,7
21,0,82,8,0,157,0,7
23,0,143,18,1,302,0,7
170,0,483,22,0,813,4,7
90,0,295,16,6,546,82,7
67,0,134,2,0,206,61,7
19,0,149,11,0,328,5,7
139,0,346,1,0,573,6,7
47,0,123,11,0,195,0,7
234,0,449,14,4,642,1,7
122,0,123,24,0,212,0,7
95,0,128,39,0,265,0,7
86,0,308,20,5,498,16,7
7,0,97,32,88,212,7,7
99,0,391,2,0,639,6,7
28,0,122,2,0,208,0,7
41,0,248,31,0,502,0,7
20,0,643,20,0,913,13,7
136,0,148,24,2,320,0,7
63,0,76,4,0,171,0,7
16,0,139,4,0,218,0,7
57,0,111,1,0,221,2,7
57,0,33,7,0,96,0,7
100,0,580,3,0,823,24,7
6,0,502,33,0,847,0,7
73,0,549,3,0,815,2,7
20,0,774,33,21,1062,230,7
31,0,758,36,0,1042,1,7
8,0,454,29,1,682,1,7
41,0,465,3,0,644,1,7
41,0,126,15,7,210,43,7
15,0,514,24,0,830,0,7
223,0,774,8,2,1063,230,7
50,0,124,7,0,331,0,7
118,34,687,17,0,954,8,7
27,0,564,13,2,806,9,7
123,0,110,6,0,313,0,7
51,0,370,11,2,605,6,7
139,0,241,3,0,487,0,7
27,0,126,11,0,222,0,7
11,0,385,25,3,629,6,7
29,0,159,22,0,330,0,7
162,0,75,4,0,158,0,7
23,0,563,12,2,812,9,7
104,0,489,24,0,826,4,7
96,0,616,7,0,868,13,7
23,0,502,21,0,846,0,7
94,0,669,12,1,949,10,7
29,0,429,23,0,677,5,7
174,0,123,2,0,228,0,7
37,0,149,19,49,326,5,7
19,0,762,33,11,1020,194,7
102,0,627,34,2,884,13,7
36,0,126,9,0,302,0,7
30,0,465,12,2,644,1,7
60,0,92,1,0,225,0,7
19,0,709,40,6,997,3,7
18,0,131,13,0,198,0,7
39,0,126,13,1,224,1,7
79,0,286,27,7,502,28,7
38,0,208,1,0,458,0,7
22,57,153,76,0,269,0,7
26,0,92,19,0,164,0,7
25,0,79,21,0,146,0,7
83,0,552,34,15,847,4,7
26,14,287,40,29,507,0,7
21,0,289,12,0,511,0,7
45,85,124,42,0,222,0,7
167,0,745,2,0,1012,175,7
254,0,575,9,2,839,11,7
64,0,108,5,0,214,0,7
21,0,133,18,0,235,0,7
114,0,636,40,2,920,12,7
182,0,167,36,2,327,0,7
12,0,348,37,0,555,1,7
108,0,546,42,8,845,4,7
81,0,115,1,0,205,0,7
92,0,122,15,3,260,2,7
109,0,537,1,0,808,2,7
37,0,159,26,25,307,12,7
143,0,493,24,3,809,3,7
78,0,400,18,0,564,20,7
136,0,505,25,0,825,3,7
225,0,361,33,0,597,1,7
4,0,449,13,0,699,1,7
146,0,146,51,2,293,0,7
7,0,121,4,0,321,0,7
158,0,69,13,0,161,0,7
64,0,138,53,0,244,0,7
39,0,776,63,0,1048,1,7
33,0,108,23,0,225,0,7
23,0,127,16,0,225,0,7
29,0,386,1,0,622,1,7
95,0,93,53,0,157,1,7
18,0,142,38,0,264,0,7
106,0,672,19,14,923,76,7
15,0,296,2,0,549,63,7
82,0,429,38,1,681,5,7
37,0,73,8,0,167,0,7
37,0,116,7,0,191,0,7
5,0,592,19,0,843,26,7
19,20,351,15,3,531,19,7
153,0,102,8,0,176,1,7
108,0,139,1,0,242,0,7
13,89,120,49,0,204,0,7
38,0,112,19,1,232,2,7
33,0,83,17,0,163,0,7
260,0,298,23,6,545,66,7
49,0,770,35,1,1060,1,7
29,0,115,9,0,195,0,7
90,0,549,3,0,844,8,7
30,0,130,33,0,222,0,7
219,51,136,54,0,211,0,7
100,0,635,1,3,889,110,7
84,0,45,4,0,125,0,7
58,0,466,19,0,644,1,7
226,0,131,2,0,323,0,7
8,0,121,8,0,198,0,7
39,0,122,12,2,308,0,7
127,40,445,20,3,632,2,7
126,15,556,16,36,799,5,7
40,0,749,39,0,1022,3,7
9,0,484,108,3,814,4,7
40,0,85,16,0,153,1,7
27,0,439,8,0,671,5,7
34,6,490,7,0,807,2,7
45,0,450,19,0,647,1,7
47,0,54,2,0,148,0,7
7,0,99,33,1,231,0,7
6,0,178,47,43,437,0,7
180,27,108,24,1,186,1,7
118,0,124,8,0,250,0,7
96,0,165,1,0,338,0,7
147,0,379,1,0,611,1,7
10,0,565,10,0,823,29,7
39,0,128,28,0,259,0,7
64,0,130,5,0,295,0,7
12,0,114,15,0,235,0,7
7,0,609,39,8,848,14,7
50,0,772,18,2,1031,1,0
5,0,626,22,1,881,13,7
10,0,677,29,0,980,1,7
239,0,156,1,0,304,0,7
63,0,589,1,0,854,2,7
29,0,146,10,0,325,0,7
16,0,89,59,0,156,1,7
12,0,144,45,0,252,0,7
15,0,103,5,0,202,0,7
10,0,457,25,0,711,4,7
52,0,659,4,0,880,156,7
114,0,115,13,0,329,0,7
50,0,150,6,9,375,1,7
241,0,473,19,0,656,1,7
41,0,493,3,0,809,3,7
37,0,106,21,0,217,0,7
40,0,276,8,0,492,1,7
51,0,84,16,0,161,0,7
193,0,457,39,1,796,3,7
133,0,149,7,0,255,0,7
66,0,111,1,0,233,0,7
58,0,125,1,1,302,2,7
5,0,388,28,4,686,7,7
28,0,105,6,1,214,6,7
22,34,767,18,9,1047,216,7
92,0,504,9,1,858,0,7
71,0,109,29,0,208,0,7
323,0,149,1,0,326,0,7
20,0,109,19,4,219,2,7
47,0,538,31,14,835,4,7
16,0,110,1,0,236,0,7
81,0,80,4,0,161,0,7
34,9,534,4,5,834,4,7
12,0,714,37,15,950,124,7
53,0,111,1,0,306,2,7
116,0,599,10,19,857,21,7
172,0,115,24,0,225,0,7
13,0,150,16,19,313,10,7
53,0,123,22,1,304,2,7
737,0,535,14,0,801,2,7
50,0,615,1,0,854,14,7
214,0,69,7,0,158,0,7
22,0,101,2,0,198,0,7
169,0,850,2,0,1113,1,7
69,0,241,1,0,485,0,7
70,0,749,15,6,1005,163,7
33,0,471,1,0,671,1,7
51,0,94,1,0,178,0,7
27,0,122,14,0,237,0,7
20,0,516,22,1,831,0,7
110,0,48,1,0,131,0,7
48,0,636,41,2,921,12,7
154,0,462,2,0,764,6,7
44,0,476,9,0,830,2,7
11,0,368,8,1,537,19,7
25,0,93,1,0,224,0,7
23,0,87,57,0,153,1,7
75,78,108,34,0,213,0,7
52,0,82,4,0,158,0,7
47,0,612,51,0,859,14,7
500,0,557,1,0,786,4,7
14,16,568,15,3,798,4,7
27,0,21,4,0,26,0,7
9,0,771,52,0,1050,235,7
34,0,456,11,0,791,3,7
31,0,447,27,0,669,1,7
64,0,718,8,0,1005,1,7
52,0,126,28,0,199,0,7
20,0,537,74,10,828,4,7
142,0,502,18,1,754,3,7
23,0,526,80,1,814,4,7
43,0,102,13,0,210,0,7
169,0,327,9,0,532,0,7
94,0,491,19,3,832,2,7
129,0,715,11,1,989,4,7
203,0,113,36,0,196,0,7
6,0,556,4,0,796,28,7
36,0,157,1,0,336,0,7
5,0,287,4,0,527,52,7
32,0,782,48,6,1055,1,7
37,0,619,22,0,918,2,7
40,0,107,1,0,221,0,7
88,0,515,7,1,847,0,7
69,0,668,1,0,956,11,7
33,0,385,20,5,630,6,7
91,0,290,8,0,535,100,7
125,23,85,24,1,151,1,7
46,0,598,96,0,891,2,7
74,0,98,1,0,220,2,7
135,0,559,13,0,796,29,7
15,0,748,24,0,1032,1,7
88,0,320,1,0,516,8,7
59,0,769,27,2,1060,229,7
63,0,469,6,0,694,1,7
59,0,496,11,0,871,0,7
41,0,96,13,0,214,0,7
29,0,565,23,5,824,27,7
44,0,392,9,5,640,6,7
25,6,763,61,0,1026,1,7
11,6,523,2,2,831,1,7
9,0,760,23,17,1041,222,7
92,0,555,33,9,795,28,7
213,0,590,10,0,857,2,7
54,0,755,68,8,1036,1,7
29,0,481,35,1,815,2,7
16,0,691,27,1,950,10,7
81,0,485,1,0,716,117,7
93,0,481,10,1,784,3,7
5,0,109,36,0,189,1,7
111,0,328,23,5,509,17,7
31,0,846,30,1,1108,1,7
228,0,95,12,0,214,0,7
37,0,159,9,4,323,6,7
127,0,481,33,0,698,1,7
34,0,550,31,10,844,8,7
71,0,842,36,1,1097,1,7
16,0,271,46,7,484,1,7
170,0,599,6,4,851,26,7
54,0,522,28,1,807,3,7
6,0,504,2,2,739,89,7
44,0,448,35,0,655,1,7
29,0,263,1,0,542,139,7
24,0,101,19,14,213,9,7
7,0,113,3,0,266,2,7
87,60,156,71,0,270,0,7
226,0,87,1,0,153,1,7
88,0,100,18,0,173,1,7
136,0,90,18,0,179,0,7
37,0,128,18,0,195,0,7
43,0,168,20,9,315,38,7
46,0,466,25,6,730,4,7
113,0,124,1,0,206,0,7
66,0,774,9,0,1060,1,7
23,0,159,1,0,324,0,7
89,0,493,16,0,709,1,7
9651,0,563,18,0,821,2,7
18,0,134,40,0,207,0,7
64,0,633,27,0,914,13,7
81,0,150,24,49,381,1,7
48,0,132,1,0,316,0,7
84,0,522,67,2,824,1,7
14,0,130,34,0,223,0,7
15,0,589,14,0,856,2,7
12,0,98,30,0,176,1,7
73,3,18,1,0,17,0,7
169,0,470,20,0,669,1,7
5,0,493,92,3,838,2,7
90,0,256,26,12,509,12,7
19,0,392,28,1,642,6,7
96,0,771,24,0,1060,1,7
32,0,379,70,0,656,4,7
131,0,289,6,0,536,99,7
9,0,124,45,0,215,0,7
19,0,715,1,0,1009,1,7
116,0,483,13,2,825,2,7
251,0,389,17,0,687,7,7
24,0,690,11,2,950,9,7
97,0,137,4,0,245,0,7
9,0,183,13,19,304,25,7
21,0,798,49,51,1027,313,7
16,150,845,39,0,1111,1,7
41,0,596,6,0,879,2,7
29,0,672,16,6,922,77,7
28,0,143,2,0,247,0,7
18,0,433,12,0,654,1,7
72,62,163,80,0,272,0,7
128,0,745,10,2,1007,161,7
7,0,657,28,0,942,12,7
139,0,348,19,1,585,6,7
83,0,504,15,2,849,0,7
72,0,384,17,1,631,6,7
79,0,296,23,0,502,12,7
27,0,150,3,0,377,1,7
162,0,768,75,7,1030,1,7
57,0,117,27,6,244,2,7
19,0,113,5,2,323,0,7
48,0,637,15,1,904,13,7
16,0,835,46,0,1102,1,7
53,0,520,6,2,822,1,7
200,0,116,9,0,204,1,7
60,0,780,6,2,1067,233,7
124,0,496,11,2,805,6,7
28,3,21,2,0,36,0,7
52,0,439,19,0,636,4,7
69,0,575,5,2,827,24,7
14,2,489,6,0,808,3,7
68,0,645,44,2,931,12,7
17,17,257,37,32,509,8,7
54,0,149,34,26,390,0,7
11,0,475,34,0,692,1,7
50,49,134,41,0,235,0,7
59,0,485,12,2,801,6,7
54,52,141,77,0,255,0,7
44,0,370,15,3,593,1,7
60,0,124,12,0,307,0,7
6,0,114,29,3,243,2,7
16,0,700,35,12,933,102,7
59,0,122,17,13,205,43,7
57,0,416,16,1,583,21,7
21,0,392,20,1,623,1,7
11,0,666,32,0,957,11,7
39,0,81,11,0,155,0,7
5,0,97,34,88,215,0,7
129,0,461,48,1,797,3,7
34,0,268,38,0,538,0,7
30,0,86,1,0,179,0,7
85,0,654,46,34,868,143,7
104,0,699,6,0,971,8,7
94,0,383,16,1,548,20,7
49,0,698,4,1,969,8,7
372,0,848,7,0,1102,1,0
64,0,268,3,0,545,0,7
19,0,640,26,0,928,2,7
212,0,326,1,0,534,1,7
9,0,639,18,0,946,2,7
35,0,606,36,0,852,22,7
147,0,82,7,0,173,0,7
139,0,31,2,0,74,0,7
65,0,138,55,0,244,0,7
29,0,491,1,3,829,3,7
57,0,759,9,3,1052,225,7
53,0,486,8,2,803,3,7
219,0,242,30,0,486,0,7
15,33,710,17,0,972,5,7
98,0,499,14,0,832,3,7
21,0,111,3,0,229,0,7
24,0,126,9,0,215,1,7
101,0,473,15,0,799,6,7
26,48,113,52,0,197,1,7
10,0,157,20,19,311,6,7
48,0,283,18,0,500,22,7
89,0,104,13,0,205,0,7
136,0,424,1,0,618,4,7
5,0,468,58,1,814,3,7
209,0,799,6,0,1082,1,7
42,0,126,1,0,197,0,7
81,0,752,46,0,1028,2,7
75,55,145,48,0,243,0,7
32,0,515,86,1,803,3,7
84,0,89,11,0,205,0,7
35,0,460,6,1,781,3,7
53,0,165,16,0,337,0,7
32,0,122,49,6,323,0,7
36,0,755,55,0,1030,1,7
78,0,155,20,50,308,45,7
37,0,557,19,1,802,28,7
6,0,467,62,1,818,3,7
49,0,526,16,3,817,4,7
133,0,124,10,0,294,2,7
87,0,467,34,1,777,6,7
53,0,99,2,0,177,1,7
8,0,785,49,0,1045,207,7
4,0,147,81,0,256,0,7
7,0,276,7,0,491,1,7
17,0,497,125,2,854,0,7
199,0,561,37,0,799,4,7
16,0,104,14,0,232,0,7
70,0,107,7,0,234,0,7
56,0,766,1,0,1039,1,7
94,0,264,35,12,533,128,7
18,0,168,5,0,310,39,7
58,0,124,1,0,305,0,7
22,0,146,36,0,252,0,7
128,0,612,5,1,844,22,7
12,0,127,3,0,220,1,7
123,0,126,2,0,187,0,7
73,0,161,10,9,420,0,7
25,0,435,1,0,621,4,7
65,0,126,20,1,319,0,7
74,0,441,2,0,638,4,7
21,0,383,23,1,552,20,7
71,0,667,1,0,904,65,7
148,0,108,28,0,203,0,7
43,0,86,1,0,173,0,7
52,0,120,16,0,213,0,7
93,0,606,1,0,873,33,7
129,0,99,29,2,233,0,7
59,0,372,5,0,589,1,7
21,0,301,6,0,506,12,7
28,12,386,37,0,558,1,7
33,0,128,4,0,258,0,7
13,0,754,15,2,1029,1,7
101,0,652,15,47,879,134,7
144,0,480,1,0,782,3,7
75,0,125,6,0,302,0,7
42,0,589,36,12,847,15,7
14,0,53,6,0,146,0,7
152,0,403,29,1,570,21,7
24,0,131,11,0,249,0,7
58,0,609,5,0,905,2,7
33,0,621,9,0,918,2,7
59,0,146,1,0,320,0,7
17,0,707,42,6,999,3,7
39,0,528,77,1,813,4,7
50,0,496,20,2,834,3,7
4,0,604,22,2,846,22,7
159,0,754,16,9,966,241,7
3,0,127,23,87,204,49,7
46,0,116,19,13,221,30,7
21,0,498,100,3,838,0,7
42,0,137,13,0,207,0,7
21,0,499,101,3,840,0,7
10,0,699,62,9,957,6,7
110,0,41,8,0,120,0,7
15,0,617,41,8,856,14,7
74,0,745,36,15,1002,158,7
776,0,141,20,0,283,0,7
18,0,730,52,0,1027,1,7
16,48,123,56,0,214,0,7
51,0,118,1,0,343,0,7
45,0,114,11,0,196,0,7
34,0,248,8,0,497,0,7
26,0,116,21,0,243,0,7
149,0,750,40,0,1027,3,7
78,0,300,6,4,518,0,7
82,0,91,3,0,207,0,7
72,0,485,85,2,826,2,7
22,0,138,31,0,217,0,7
29,0,558,12,0,816,2,7
38,0,784,62,0,1056,1,7
23,0,805,35,1,1082,1,7
84,0,123,1,0,194,0,7
80,0,52,12,0,135,0,7
8,0,604,31,0,854,26,7
28,0,525,9,2,825,4,7
108,0,186,14,9,443,0,7
19,0,612,22,0,846,14,7
31,0,412,5,1,647,2,7
73,0,184,12,19,304,25,7
27,0,320,14,1,527,8,7
41,0,110,1,0,209,0,7
