@relation ofbiz

@attribute issuecleanedbodylen numeric
@attribute ncommitsbycreator numeric
@attribute ncommitsinproject numeric
@attribute nissuesbycreator numeric
@attribute nissuesbycreatorclosed numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {0,7}


@data
40,0,668,13,5,144,80,7
81,0,1068,3,1,131,83,0
76,0,557,25,4,219,103,7
69,0,893,1,0,155,81,0
90,0,121,6,5,61,27,0
229,0,814,12,7,255,135,7
11,0,347,5,2,90,42,0
14,0,1202,3,2,127,75,0
14,0,929,35,28,273,165,0
66,0,1169,4,2,325,200,0
65,0,1522,3,3,387,261,0
39,0,1148,3,2,152,101,7
61,0,1152,2,1,323,223,7
12,0,200,100,39,276,98,7
57,0,296,1,0,187,92,0
5,0,359,12,4,146,72,7
137,0,956,8,4,255,176,7
217,0,1165,3,1,292,166,7
104,0,354,11,8,152,62,7
37,0,897,1,0,137,88,7
133,0,627,1,1,177,92,7
81,0,1190,7,5,322,226,7
93,0,1251,10,3,249,145,7
41,0,379,2,0,87,37,0
19,0,1147,6,4,326,224,0
46,0,222,25,15,330,119,7
35,0,962,6,0,200,123,7
59,0,522,15,7,194,101,7
116,0,284,54,31,287,112,0
48,0,1128,8,6,262,170,0
16,0,827,27,20,255,144,0
47,0,1404,3,1,374,249,7
46,0,1227,2,0,422,233,7
64,0,207,1,1,96,33,7
51,0,167,2,0,138,54,0
27,0,604,1,0,170,92,7
54,0,257,28,7,92,35,7
65,0,1124,8,0,238,119,7
28,0,1148,1,0,271,147,0
121,0,996,2,0,259,182,7
116,0,259,1,1,89,22,7
100,0,291,4,3,181,90,0
91,0,1142,7,7,319,188,0
29,0,357,18,8,124,19,7
117,0,401,16,6,165,76,7
426,0,1161,9,6,346,199,7
97,0,938,6,1,274,160,7
288,0,575,57,17,277,103,7
13,0,189,2,1,152,54,7
65,0,265,5,3,124,53,7
35,0,1322,49,27,281,128,0
108,0,922,18,5,278,168,7
106,0,408,7,4,100,49,7
70,0,0,5,0,57,23,7
127,0,129,2,1,113,55,7
13,0,946,53,36,275,178,7
2327,0,536,13,3,198,101,7
49,0,962,1,5,276,151,7
79,0,914,18,13,141,91,0
8,0,132,16,9,116,55,7
34,0,706,14,2,308,138,0
68,0,555,16,16,211,103,0
68,0,372,1,0,210,126,7
112,0,622,7,7,177,91,0
27,0,995,5,1,277,161,7
8,0,869,3,1,242,141,0
17,0,337,42,15,190,99,0
213,0,1128,3,3,220,100,7
32,0,861,42,31,287,171,0
128,0,307,4,2,142,71,7
24,0,1094,5,4,291,199,0
161,0,893,13,5,159,82,7
25,0,560,4,2,120,64,0
182,0,635,2,1,238,134,7
14,0,720,38,26,259,133,0
24,0,1195,1,0,192,124,0
77,0,1131,9,4,312,193,7
282,0,956,29,13,258,131,7
42,0,310,95,60,254,108,7
12,0,1086,3,2,135,84,7
9,0,275,13,10,117,41,7
70,0,887,4,1,264,163,7
24,0,914,16,9,230,129,7
113,0,664,26,16,272,103,7
56,0,204,2,3,313,120,0
43,0,860,18,13,129,84,7
119,0,242,1,0,201,105,0
7,0,230,128,45,288,109,0
1,0,115,4,2,56,31,0
140,0,267,3,2,82,19,7
225,0,638,3,1,169,84,7
40,0,0,7,1,41,17,7
23,0,982,14,6,114,56,7
94,0,732,11,9,283,117,7
100,0,740,16,8,232,146,7
39,0,355,14,7,220,123,0
53,0,555,1,1,119,62,7
32,0,311,4,0,153,76,0
6,0,556,2,1,157,83,7
563,0,1006,1,0,241,156,0
56,0,1505,5,4,384,256,0
105,0,235,1,0,115,48,7
35,0,880,6,1,252,135,0
33,0,560,1,0,124,61,0
100,0,473,7,8,130,40,0
86,0,1136,6,0,222,89,7
54,0,850,1,0,225,148,7
21,0,1246,1,0,243,148,0
44,0,795,3,1,125,70,0
19,0,191,10,3,81,16,7
12,0,196,2,1,245,97,7
87,0,224,74,35,313,109,7
13,0,455,1,0,114,57,0
43,0,1130,25,19,316,193,7
51,0,189,39,11,80,16,7
8,0,868,38,0,193,77,7
27,0,211,1,0,142,46,7
12,0,128,10,9,78,31,7
7,0,186,23,33,127,59,7
44,0,856,3,7,229,139,7
74,0,357,1,0,218,123,7
105,0,745,10,3,184,114,7
37,0,968,9,4,274,159,7
39,0,103,4,0,62,27,7
28,0,371,5,4,205,116,7
99,0,199,13,4,144,50,7
11,0,918,22,14,164,91,7
39,0,227,30,18,155,76,0
11,0,1325,22,10,266,117,0
15,0,360,1,0,213,125,0
41,0,1319,75,63,315,178,7
38,0,1162,16,10,264,175,0
42,0,336,18,20,205,75,7
24,0,1177,29,23,347,198,0
53,0,796,1,2,165,87,0
47,0,195,4,2,95,31,7
29,0,194,40,14,145,49,7
81,0,1170,1,2,345,196,0
72,0,1162,4,4,177,112,7
61,0,362,6,5,216,127,0
101,0,426,1,0,152,37,7
39,0,935,2,3,271,146,7
89,0,728,5,0,169,71,7
48,0,797,5,3,163,87,7
6,0,559,2,1,124,61,7
34,0,721,1,0,126,75,7
43,0,409,14,6,169,80,0
86,0,284,37,7,104,33,7
51,0,595,10,2,259,134,0
34,0,1149,1,0,407,229,7
122,0,354,6,5,149,61,7
27,0,960,4,1,125,78,7
30,0,1191,21,15,317,221,7
33,0,209,9,2,192,80,0
60,0,704,58,17,293,126,0
33,0,1200,24,15,260,150,0
2,0,181,2,0,144,55,0
130,0,718,21,16,287,120,7
46,0,1001,8,7,262,147,7
38,0,600,3,0,127,61,7
62,0,187,1,0,147,47,7
43,0,888,21,16,201,122,7
39,0,1247,10,9,332,184,7
54,0,397,1,0,84,42,7
61,0,1147,1,0,169,107,7
51,0,726,1,0,265,141,7
35,0,927,28,25,275,164,0
44,0,1214,25,13,205,128,7
72,0,317,1,0,121,63,0
142,0,350,3,1,124,64,7
5,0,277,3,4,161,80,0
1594,0,239,2,0,319,124,7
202,0,630,2,2,250,136,7
102,0,280,5,2,172,84,0
102,0,706,59,20,288,117,7
451,0,271,30,28,165,85,0
14,0,873,14,1,169,82,7
37,0,1235,2,0,351,191,0
43,0,1099,3,2,293,190,0
51,0,370,5,1,116,58,0
21,0,1172,4,1,346,196,0
49,0,1139,3,1,165,104,0
171,0,547,7,1,118,41,7
92,0,1153,17,12,362,204,0
228,0,203,15,3,100,40,7
21,0,857,4,6,232,139,7
59,0,124,5,0,116,58,0
131,0,408,10,6,100,48,0
50,0,1186,9,7,407,226,0
49,0,203,3,1,312,118,0
47,0,216,28,17,309,105,0
73,0,296,1,0,188,92,0
38,0,270,3,0,97,29,0
8,0,930,8,7,148,98,0
7,0,280,46,69,157,80,7
61,0,848,1,0,156,94,0
92,0,947,3,4,270,157,0
1470,0,571,40,16,260,101,0
73,0,961,14,4,269,137,0
50,0,453,13,3,178,88,0
13,0,336,4,9,180,97,0
408,0,575,55,17,275,103,7
110,0,106,2,0,64,31,7
63,0,481,1,1,109,53,0
46,0,322,14,7,75,35,0
12,0,351,6,2,90,41,0
116,0,899,11,18,124,81,7
69,0,896,1,0,259,137,7
174,0,664,6,0,255,129,7
3,0,1136,12,2,207,89,0
47,0,0,4,0,56,23,7
57,0,822,10,7,250,136,7
30,0,1187,19,13,321,225,0
20,0,1187,14,10,405,218,0
145,0,90,1,0,89,32,7
83,0,272,2,1,125,53,0
88,0,932,21,42,149,84,7
24,0,206,1,1,315,119,7
28,0,152,38,24,123,63,7
17,0,527,6,2,177,84,0
23,0,963,28,25,285,153,0
16,0,881,40,31,272,163,7
270,0,298,32,6,102,31,7
74,0,376,1,0,187,71,7
53,0,1081,5,4,301,189,0
47,0,1076,2,0,264,180,7
24,0,299,1,0,102,31,0
191,0,173,32,29,161,65,0
23,0,1259,5,3,338,189,7
36,0,419,10,6,167,75,0
37,0,718,1,0,123,74,7
38,0,1188,5,3,306,219,7
94,0,297,12,6,189,93,0
762,0,143,15,10,112,62,7
37,0,619,2,0,248,130,7
192,0,1219,2,0,126,72,0
89,0,341,12,9,207,117,7
66,0,606,4,2,124,72,0
31,0,1090,11,11,293,189,7
7,0,575,2,0,154,82,7
38,0,1321,5,4,294,139,0
35,0,1241,3,2,329,181,0
22,0,719,7,7,125,79,7
430,0,557,18,16,218,103,7
4,0,1212,4,1,315,177,7
17,0,903,3,3,267,159,0
18,0,278,4,0,166,81,7
46,0,283,8,10,286,111,0
73,0,497,3,1,186,99,7
69,0,951,25,8,269,138,0
87,0,359,7,0,136,69,7
55,0,712,5,0,298,134,7
49,0,313,26,12,142,73,7
189,0,729,7,2,170,70,7
28,0,750,2,0,320,155,0
69,0,470,8,5,102,52,7
39,0,1244,4,6,241,146,0
31,0,216,115,45,311,103,0
63,0,372,11,6,90,38,7
73,0,1202,15,3,258,152,7
207,0,727,5,4,321,154,7
22,0,620,24,14,252,131,0
115,0,786,1,0,212,116,7
169,0,592,2,0,106,63,7
16,0,107,4,1,104,53,0
8,0,1172,5,5,191,118,0
13,0,397,7,5,88,38,0
32,0,847,1,0,121,62,7
4,0,1202,3,0,254,152,7
27,0,420,21,8,172,84,7
150,0,1190,3,1,311,176,7
206,0,441,11,10,178,85,7
199,0,547,5,1,116,41,7
22,0,366,46,18,194,111,0
116,0,321,5,1,164,80,7
18,0,272,1,3,168,87,7
28,0,321,71,52,221,100,7
35,0,160,25,15,69,29,7
35,0,1136,5,0,221,89,7
22,0,226,1,0,165,83,0
16,0,258,17,8,118,39,0
58,0,625,10,4,250,135,7
54,0,130,1,0,125,55,0
57,0,1235,9,4,322,180,7
47,0,747,3,2,233,148,7
166,0,575,53,17,273,103,0
63,0,1191,1,0,311,178,0
110,0,627,7,3,254,134,0
1775,0,1154,7,3,356,203,0
34,0,1193,29,21,368,207,0
12,0,1229,8,9,227,148,0
36,0,257,22,7,87,36,7
16,0,1062,48,41,326,190,0
74,0,1141,1,0,265,169,0
110,0,1207,7,2,371,198,7
140,0,748,11,5,293,159,0
22,0,1514,36,27,402,266,0
24,0,773,4,4,221,120,0
7,0,1251,4,0,252,146,7
33,0,851,10,5,231,152,7
12,0,362,6,1,155,70,7
4,0,1360,4,4,368,243,0
18,0,704,2,1,162,69,0
2027,0,197,5,1,156,56,0
254,0,536,22,3,207,101,7
45,0,1210,1,0,365,192,7
64,0,237,1,1,77,20,7
72,0,1099,4,3,290,190,0
33,0,132,3,2,114,53,0
53,0,397,11,5,160,39,7
48,0,1163,5,2,402,222,7
42,0,975,11,0,270,155,7
29,0,369,4,2,175,111,7
68,0,365,7,4,118,63,7
59,0,283,39,7,107,33,7
68,0,508,15,12,188,100,0
60,0,609,1,0,257,130,0
62,0,616,7,3,176,89,0
19,0,819,25,19,251,135,7
17,0,252,4,1,72,34,0
9,0,543,4,0,148,79,0
71,0,1181,2,1,322,222,0
25,0,605,4,1,246,134,7
31,0,656,6,12,133,77,7
144,0,776,2,1,215,114,7
7,0,186,42,33,146,59,7
14,0,335,6,2,86,36,0
43,0,865,2,1,130,85,7
12,0,832,1,0,227,125,0
46,0,359,8,4,209,117,0
29,0,329,4,2,114,59,7
96,0,558,28,3,222,104,7
30,0,1423,18,18,388,256,7
59,0,362,14,8,104,49,0
1687,0,339,2,0,206,75,0
101,0,557,26,15,217,103,7
38,0,587,4,3,132,67,7
17,0,870,35,0,189,77,7
62,0,816,1,0,127,84,7
99,0,706,41,9,309,138,7
50,0,703,1,1,159,66,0
13,0,362,43,33,155,63,0
127,0,325,6,15,135,59,7
51,0,175,2,0,169,69,7
35,0,1517,37,28,403,269,7
26,0,1162,20,10,268,175,0
45,0,707,10,4,309,137,7
47,0,829,3,3,225,124,0
58,0,917,1,0,123,80,7
88,0,1107,12,5,331,192,7
16,0,374,1,0,116,58,0
78,0,723,2,1,316,153,0
21,0,114,13,12,106,55,0
123,0,210,1,2,261,104,7
1,0,1019,3,0,222,137,0
51,0,281,3,2,105,32,7
19,0,196,1,1,310,104,0
22,0,200,110,38,311,98,7
60,0,292,8,8,98,32,7
164,0,300,33,6,101,31,0
22,0,845,4,4,169,89,7
110,0,494,7,3,182,97,7
20,0,275,12,10,116,41,7
22,0,318,67,51,217,98,7
101,0,38,2,1,80,27,7
10,0,466,5,1,128,39,7
74,0,309,12,6,127,69,7
128,0,727,11,6,316,154,7
22,0,362,5,5,215,127,7
12,0,1148,5,6,175,111,0
189,0,528,27,8,180,86,7
39,0,324,5,6,141,64,7
40,0,367,1,0,173,65,7
16,0,707,14,11,291,124,0
159,0,725,28,21,315,153,0
7,0,309,37,32,237,101,0
52,0,558,1,0,123,47,0
58,0,750,7,2,319,158,0
131,0,275,26,4,94,26,7
38,0,547,1,1,118,62,7
8,0,1189,27,24,404,217,0
8,0,1144,18,8,198,89,7
16,0,871,34,0,190,79,7
23,0,109,3,3,55,31,0
25,0,221,31,22,148,67,0
37,0,1156,4,2,262,170,0
96,0,362,12,8,148,71,7
52,0,158,1,0,61,34,7
21,0,683,14,9,259,133,7
80,0,1275,3,1,305,173,7
10,0,1006,12,9,264,149,0
79,0,267,1,0,92,23,0
27,0,786,18,12,214,116,0
35,0,1424,5,4,402,256,0
43,0,322,20,4,142,63,7
18,0,37,1,0,79,27,7
47,0,677,2,0,125,73,7
233,0,682,1,4,258,133,7
12,0,866,3,0,138,70,7
70,0,708,8,6,288,121,7
48,0,211,2,0,153,72,0
55,0,339,14,11,190,100,0
102,0,264,1,0,82,39,7
139,0,561,2,1,116,43,7
81,0,558,26,3,220,103,7
71,0,708,10,7,276,112,0
8,0,372,62,39,186,68,0
101,0,1386,5,3,370,243,0
4,0,982,10,3,276,151,7
22,0,411,15,6,162,40,7
95,0,354,10,5,149,70,7
13,0,1090,4,1,293,196,7
129,0,1172,7,3,138,84,7
70,0,279,3,2,160,80,7
101,0,209,2,0,125,63,7
94,0,366,5,2,150,71,7
229,0,739,4,3,285,123,7
22,0,1071,4,5,324,208,7
26,0,645,4,3,271,106,0
723,0,620,1,0,134,81,7
7,0,579,12,2,148,81,7
194,0,703,9,10,157,66,0
71,0,686,8,6,125,78,7
18,0,721,37,26,258,133,0
19,0,900,1,0,159,85,0
43,0,872,21,1,176,82,7
26,0,221,113,50,341,130,7
24,0,1178,2,0,154,101,7
192,0,204,5,4,313,120,0
64,0,223,9,5,109,47,7
29,0,344,11,6,146,42,0
64,0,342,15,12,128,76,7
19,0,371,50,22,202,116,0
36,0,544,8,2,117,67,7
14,0,565,4,2,119,65,7
57,0,335,1,0,192,114,7
88,0,207,1,0,274,101,0
41,0,1177,11,9,405,224,0
92,0,355,13,7,219,123,0
48,0,423,4,2,166,39,7
27,0,1131,10,4,313,193,7
69,0,607,5,2,131,76,0
47,0,194,2,2,125,60,0
13,0,1056,2,3,163,104,0
94,0,639,6,6,235,135,7
15,0,683,7,6,184,85,0
74,0,324,7,16,139,64,0
35,0,1147,4,6,274,177,7
25,0,154,4,3,59,36,7
53,0,145,1,0,114,62,0
43,0,1154,35,26,364,203,0
186,0,252,2,0,90,21,7
49,0,569,7,5,139,77,0
19,0,414,4,1,85,43,7
133,0,276,25,4,95,25,0
15,0,1152,1,0,400,220,0
22,0,247,2,2,133,40,0
26,0,151,1,0,116,62,0
74,0,306,7,4,145,75,7
83,0,1424,14,13,389,256,7
88,0,933,1,0,278,182,0
24,0,1127,7,5,229,107,0
21,0,1192,1,0,345,200,7
7,0,186,47,33,151,59,7
53,0,350,1,0,117,23,7
41,0,1345,34,20,368,243,7
23,0,1184,8,6,378,203,0
29,0,236,2,0,68,30,0
78,0,177,51,27,158,62,7
100,0,247,15,11,173,92,7
62,0,929,2,1,155,80,0
89,0,334,1,0,126,74,7
23,0,129,7,9,79,32,7
75,0,759,12,7,125,78,0
72,0,709,12,9,285,116,7
7,0,230,133,50,293,114,0
144,0,899,1,4,266,160,7
37,0,344,38,31,148,59,7
7,0,1161,3,0,368,206,7
12,0,933,10,3,245,132,7
7,0,280,47,69,158,80,0
13,0,254,30,30,173,92,0
76,0,922,1,1,152,81,7
9,0,880,6,2,282,170,0
63,0,707,1,0,157,85,0
8,0,214,109,48,333,126,0
53,0,110,5,2,64,33,7
32,0,1175,3,0,275,148,7
31,0,112,2,2,69,37,7
90,0,328,1,0,144,64,7
22,0,361,3,0,132,20,0
65,0,315,1,0,124,73,0
33,0,1411,32,28,379,252,7
34,0,1034,1,0,162,104,7
6,0,212,75,35,311,107,7
59,0,269,1,0,99,31,7
71,0,873,14,5,183,82,7
91,0,909,1,0,154,78,0
1649,0,439,4,0,174,85,7
39,0,689,5,5,257,129,7
103,0,1130,11,9,327,227,7
73,0,0,8,1,42,17,7
34,0,112,1,0,59,30,0
9,0,727,7,6,314,153,0
95,0,326,10,12,127,73,7
6,0,310,2,18,251,104,0
18,0,592,2,0,125,73,0
14,0,1227,1,0,233,147,7
30,0,129,1,1,108,58,0
16,0,871,29,0,185,79,7
43,0,1262,17,10,295,169,7
156,0,637,1,0,271,105,7
43,0,332,8,8,187,110,0
3021,0,571,33,16,250,102,7
131,0,321,8,3,165,80,0
48,0,116,1,0,57,34,7
82,0,621,1,0,243,133,0
43,0,1514,39,24,388,260,7
38,0,208,13,7,103,41,7
49,0,277,3,1,162,80,0
35,0,975,16,0,275,155,7
56,0,544,9,2,118,67,7
10,0,230,126,45,286,105,0
87,0,222,1,0,93,38,0
6,0,164,64,16,162,63,0
227,0,333,2,0,134,54,7
53,0,779,7,10,221,119,0
110,0,589,1,0,95,52,7
16,0,685,3,1,253,121,7
104,0,1162,5,3,324,198,0
332,0,1164,18,9,403,223,0
11,0,579,16,2,152,81,7
41,0,752,26,18,237,149,7
81,0,800,21,13,213,114,0
192,0,572,1,1,136,64,7
26,0,1261,26,15,272,157,7
35,0,244,9,5,133,44,7
40,0,249,7,4,99,33,7
66,0,1128,1,0,248,121,7
98,0,174,3,2,144,48,0
586,0,973,35,18,266,134,7
39,0,1150,1,0,408,229,0
46,0,821,15,12,254,142,7
20,0,925,12,9,274,161,7
195,0,396,1,0,85,42,7
38,0,700,1,0,153,84,7
254,0,287,3,1,170,82,0
36,0,906,1,2,121,62,7
92,0,277,30,6,98,28,7
33,0,694,16,11,177,90,7
37,0,878,8,1,165,83,7
30,0,651,14,9,120,73,7
39,0,1192,30,24,366,208,0
40,0,834,3,1,230,127,0
53,0,174,3,1,136,68,7
22,0,1172,2,1,344,196,0
237,0,1136,4,2,198,89,7
372,0,494,5,3,180,97,7
21,0,1184,4,2,377,203,0
28,0,722,29,22,266,137,0
80,0,282,1,2,284,111,7
83,0,1439,14,12,408,265,7
4,0,1041,1,0,162,102,0
143,0,1201,8,6,388,209,0
28,0,938,1,3,270,158,7
38,0,321,9,3,166,80,0
96,0,321,4,5,181,108,7
144,0,938,1,0,121,79,7
21,0,1155,32,24,367,204,0
21,0,242,3,2,97,34,7
44,0,873,3,3,225,145,0
59,0,1003,11,9,263,149,7
89,0,369,3,1,165,108,7
59,0,662,3,0,252,129,7
96,0,360,11,4,143,71,7
102,0,358,1,0,138,71,7
43,0,771,1,0,189,83,7
66,0,1181,4,1,304,172,7
62,0,1323,13,4,312,168,7
31,0,363,1,0,84,37,0
360,0,237,86,46,313,121,7
7,0,1425,7,2,402,256,0
38,0,576,1,0,280,104,7
72,0,272,3,0,92,38,7
146,0,963,8,0,159,106,7
59,0,962,12,9,268,137,7
66,0,547,28,23,116,58,0
113,0,1077,7,2,324,189,7
12,0,334,1,0,178,95,0
35,0,960,1,0,187,115,7
173,0,357,6,4,148,70,7
63,0,1238,3,1,357,194,7
66,0,781,8,6,134,84,7
42,0,1033,1,0,114,60,7
17,0,226,3,2,155,75,0
129,0,1262,29,16,289,173,7
62,0,888,21,40,159,84,0
37,0,1188,3,2,372,205,0
820,0,1203,1,0,368,194,0
17,0,949,9,8,147,101,0
35,0,1315,40,27,274,128,0
29,0,604,10,4,241,127,7
26,0,907,21,7,230,129,7
160,0,1196,25,16,263,154,0
84,0,1249,27,15,270,155,7
71,0,1114,7,4,241,117,0
256,0,339,3,0,207,75,7
22,0,1129,22,16,303,213,0
43,0,1067,8,2,324,192,7
30,0,776,4,1,129,66,0
24,0,1440,20,14,396,255,0
37,0,704,2,0,155,85,7
79,0,1063,1,0,326,187,0
27,0,851,1,0,232,152,7
10,0,880,43,32,283,170,0
14,0,636,13,12,259,131,7
105,0,176,2,1,155,62,0
51,0,0,1,0,61,25,7
33,0,761,1,0,187,117,7
92,0,904,2,1,260,137,7
48,0,1257,24,25,325,183,0
74,0,690,26,20,253,128,7
48,0,975,18,0,277,155,7
30,0,365,3,7,148,71,0
52,0,1026,3,2,119,59,0
73,0,181,26,14,70,26,7
185,0,1522,16,13,390,259,7
33,0,419,3,0,150,35,7
59,0,1173,2,2,302,171,0
82,0,158,11,7,64,30,7
1559,0,572,41,16,261,101,7
52,0,904,2,2,155,74,0
76,0,648,22,17,231,135,0
61,0,176,1,0,170,68,7
14,0,1256,5,4,337,188,7
76,0,749,6,5,112,63,0
62,0,327,6,4,105,58,0
5,0,293,113,53,279,107,7
76,0,622,17,17,134,82,7
55,0,1457,34,23,409,263,0
58,0,1355,3,0,375,237,7
102,0,357,1,0,97,42,0
128,0,1292,27,9,263,114,7
46,0,207,3,0,247,106,7
131,0,546,7,1,124,41,7
139,0,1225,18,12,231,147,0
124,0,730,9,6,124,80,7
49,0,857,1,0,210,133,7
286,0,901,7,3,205,120,7
46,0,1169,2,1,343,196,0
41,0,594,2,1,126,78,7
104,0,576,17,8,121,64,7
