@relation cocoon

@attribute issuecleanedbodylen numeric
@attribute ncommitsbycreator numeric
@attribute ncommitsinproject numeric
@attribute nissuesbycreator numeric
@attribute nissuesbycreatorclosed numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {0,90}


@data
179,0,897,1,0,163,0,90
13,0,1,3,0,6,0,90
37,0,496,2,0,44,17,0
281,0,0,2,0,85,0,90
27,0,1,1,0,7,0,90
97,0,519,3,0,88,28,0
13,0,339,2,0,85,0,90
166,0,597,1,0,89,31,90
123,0,0,2,0,107,0,90
65,0,253,4,0,66,0,90
16,0,623,2,0,39,15,0
60,0,495,2,0,89,0,90
47,0,663,2,0,80,0,90
43,0,337,1,0,82,0,90
86,0,1117,1,0,123,0,90
116,0,0,3,0,109,0,90
144,0,296,12,2,109,9,0
723,0,1041,1,0,116,0,90
24,0,887,46,0,159,0,90
72,0,536,1,0,103,0,90
38,0,0,3,0,110,0,90
684,0,0,1,0,88,0,90
22,0,966,1,0,103,0,90
25,0,725,3,0,86,0,90
41,0,0,1,0,116,0,90
70,0,504,1,0,87,24,0
54,0,544,2,0,105,50,90
72,0,961,7,0,158,0,90
32,0,0,3,0,34,0,90
144,0,0,1,0,124,0,90
116,0,965,1,0,165,0,90
48,0,577,12,0,108,0,90
215,0,0,3,0,65,0,90
197,0,580,1,0,106,0,90
80,0,999,5,0,102,0,90
25,0,623,15,4,62,29,90
20,0,530,7,0,100,0,90
73,0,0,1,0,106,0,90
175,0,925,1,0,167,0,90
18,0,353,8,3,39,16,0
76,0,569,9,3,56,19,90
148,0,0,3,0,7,0,90
288,0,532,3,0,53,14,0
59,0,0,1,0,105,0,90
40,0,0,9,0,66,0,90
184,0,0,1,0,106,0,90
237,0,583,2,0,105,0,90
23,0,570,2,0,109,0,90
19,0,0,1,0,111,0,90
67,0,536,2,0,105,0,90
473,0,0,1,0,5,0,90
74,0,0,1,0,34,0,90
106,0,0,1,0,9,0,90
28,0,0,1,0,45,0,90
40,0,20,3,2,23,10,0
70,0,0,1,0,112,0,90
79,0,514,7,1,86,23,0
320,0,341,1,0,109,8,90
149,0,1100,2,0,122,0,90
63,0,504,4,0,106,0,90
218,0,0,1,0,114,0,90
21,0,575,2,0,110,0,90
44,0,24,1,0,9,3,0
96,0,0,1,0,113,0,90
72,0,373,1,0,94,6,90
33,0,1,4,0,10,1,90
6,0,0,4,0,22,0,90
100,0,254,1,0,70,0,90
59,0,382,1,0,78,0,90
73,0,0,1,0,78,0,90
23,0,81,1,0,85,0,90
103,0,1035,1,0,115,0,90
418,0,0,1,0,90,0,90
124,0,1023,1,0,100,0,90
106,0,0,1,0,106,0,90
195,0,0,1,0,33,0,90
143,0,486,3,0,89,27,0
39,0,0,1,0,113,0,90
53,0,631,5,1,49,18,0
83,0,0,3,0,127,0,90
71,0,0,2,0,101,0,90
37,0,0,4,0,117,0,90
106,0,113,1,0,86,0,90
22,0,897,1,0,162,0,90
71,0,713,1,0,56,25,0
19,0,10,2,1,19,7,90
132,0,0,2,0,108,0,90
71,0,0,9,0,123,0,90
150,0,0,1,0,103,0,90
25,0,450,2,0,74,0,90
61,0,0,1,0,93,0,90
102,0,433,1,0,70,0,90
42,0,951,1,0,91,0,90
10,0,963,1,0,159,0,90
64,0,0,1,0,31,0,90
31,0,0,1,0,50,0,90
94,0,1029,2,0,114,0,90
18,0,0,1,0,110,0,90
165,0,563,3,0,114,0,90
87,0,0,1,0,93,0,90
15,0,301,2,1,37,25,90
20,0,1022,3,0,104,0,90
153,0,604,9,3,88,31,0
4251,0,945,1,0,92,0,90
70,0,736,1,0,82,0,90
28,0,312,3,0,51,0,90
293,0,0,2,0,105,0,90
121,0,0,2,0,104,0,90
57,0,645,4,0,80,0,90
26,0,435,1,0,97,0,90
9,0,10,2,1,10,3,0
175,0,0,2,0,105,0,90
54,0,553,1,0,89,31,90
16,0,1115,3,0,123,0,90
16,0,0,1,0,114,0,90
218,0,0,1,0,14,0,90
51,0,234,1,0,68,0,0
315,0,586,7,2,85,32,0
98,0,2,3,0,13,3,0
45,0,973,1,0,107,0,90
40,0,889,13,0,126,0,90
4,0,955,1,0,153,0,90
19,0,26,2,0,11,4,0
110,0,961,4,0,101,0,90
55,0,0,4,0,102,0,90
49,0,965,2,0,105,0,90
65,0,497,2,0,110,0,90
178,0,868,1,0,99,0,90
51,0,19,5,1,16,4,0
23,0,424,1,0,93,0,90
558,0,382,3,0,80,0,90
30,0,885,8,0,121,0,90
110,0,451,1,0,20,3,0
94,0,938,1,0,80,0,90
21,0,426,14,0,82,21,0
44,0,0,2,0,91,0,90
89,0,501,1,0,111,0,90
24,0,0,8,0,26,0,90
26,2,3,1,0,4,0,0
50,0,251,2,0,67,0,90
14,0,0,1,0,73,0,90
258,0,0,1,0,85,0,90
62,0,743,3,0,89,0,90
99,0,0,1,0,26,0,90
81,0,488,1,0,89,25,0
22,0,0,4,0,100,0,90
21,0,552,1,0,78,0,90
30,0,11,1,0,13,2,0
131,0,0,1,0,93,0,90
176,0,485,3,1,88,27,90
135,0,367,2,0,83,0,90
20,0,354,1,0,76,0,90
90,0,1021,2,0,107,0,90
49,0,532,24,7,90,30,0
44,0,919,8,0,101,0,90
33,0,24,2,1,10,4,0
48,0,0,1,0,91,0,90
90,0,943,1,0,96,0,90
80,0,2,1,0,85,0,90
87,0,0,1,0,111,0,90
17,0,638,2,0,78,0,90
21,0,0,3,0,100,0,90
19,0,2,3,0,87,0,90
22,0,1,6,0,15,0,90
35,0,360,34,19,57,26,0
149,0,0,6,0,109,0,90
86,0,760,14,11,54,27,0
71,0,0,1,0,17,0,90
62,0,953,4,0,173,0,90
118,0,0,3,0,115,0,90
59,0,637,1,0,47,21,0
63,0,1013,1,0,99,0,90
14,0,263,1,0,65,0,90
109,0,572,3,0,107,0,90
12,0,980,1,0,92,0,90
78,0,444,2,0,72,0,90
105,0,0,1,0,118,0,90
168,0,19,3,1,14,4,90
42,0,340,29,11,60,23,0
32,0,0,1,0,105,0,90
29,0,0,2,0,72,0,90
46,0,444,2,1,89,23,90
31,0,372,9,0,84,0,90
14,0,10,2,1,8,1,90
105,0,0,1,0,38,0,90
73,0,230,2,0,67,0,90
146,0,422,1,0,77,0,90
47,0,0,11,0,106,0,90
21,0,0,2,1,2,1,0
38,0,292,2,0,88,12,0
113,0,536,2,0,106,0,90
35,0,0,2,0,113,0,90
18,0,1018,10,0,106,0,90
66,0,594,2,0,116,0,90
76,0,494,1,0,47,19,90
27,0,0,1,0,4,0,90
95,0,0,3,0,41,0,90
46,0,0,6,0,54,0,90
51,0,0,3,0,111,0,90
26,0,1051,4,0,121,0,90
227,0,0,3,0,116,0,90
19,0,459,4,0,100,0,90
24,0,530,3,0,96,0,90
168,0,1047,3,0,118,0,90
23,0,319,3,0,52,0,90
74,0,894,1,0,118,0,90
100,0,327,2,1,110,8,90
25,0,11,1,0,21,8,90
71,0,0,3,0,128,0,90
49,0,0,2,0,79,0,90
10,0,18,1,0,17,4,0
123,0,0,2,0,94,0,90
15,0,0,4,0,117,0,90
27,0,255,3,0,71,0,90
72,0,577,15,0,111,0,90
17,0,367,28,11,59,23,90
235,0,402,3,0,81,0,90
92,0,0,3,0,105,0,90
78,0,0,3,0,122,0,90
108,0,264,4,0,66,0,90
67,0,541,2,0,100,0,90
51,0,552,2,0,65,23,0
164,0,0,2,0,122,0,90
35,0,915,10,0,161,0,90
159,0,0,1,0,35,0,90
106,0,955,1,0,151,0,90
96,0,967,1,0,164,0,90
75,0,0,6,0,119,0,90
107,0,924,9,0,83,0,90
91,0,79,1,0,22,6,0
56,0,902,2,0,93,0,90
128,0,0,3,0,105,0,90
27,0,968,2,0,163,0,90
42,0,440,1,0,99,0,90
15,0,259,1,0,73,0,90
52,0,1041,2,0,114,0,90
93,0,359,1,0,85,0,90
540,0,600,1,0,93,0,90
4210,0,0,3,0,35,0,90
20,0,12,3,0,15,3,0
61,0,362,2,0,83,0,90
24,0,1029,1,0,113,0,90
65,0,0,1,0,106,0,90
32,0,0,9,0,70,0,90
88,0,638,3,0,60,30,90
76,0,245,1,1,17,6,90
48,0,577,13,0,109,0,90
79,0,0,1,0,123,0,90
132,0,720,4,0,85,0,90
137,0,273,1,0,108,11,0
29,0,622,2,0,52,19,0
109,0,0,1,0,117,0,90
19,0,375,1,0,85,0,90
36,0,36,2,0,8,4,90
241,0,0,2,0,114,0,90
31,0,809,1,0,83,0,90
14,0,786,1,0,81,0,90
104,0,401,1,0,88,0,90
39,0,0,5,0,84,0,90
74,0,1000,1,0,79,0,90
82,112,941,1,0,165,0,90
74,0,298,1,0,59,0,90
60,0,508,15,10,46,21,0
47,0,553,32,12,102,40,0
27,0,354,5,0,72,0,90
44,0,790,4,0,93,0,90
17,0,0,11,0,101,0,90
154,0,418,1,0,90,0,90
1,0,0,1,0,3,2,0
30,0,361,1,0,53,26,0
180,0,0,2,0,100,0,90
43,0,0,1,0,81,0,90
77,0,0,1,0,100,0,90
13,0,32,1,0,12,2,0
53,0,869,1,0,82,0,90
415,0,0,2,0,106,0,90
20,0,2,3,0,11,1,90
28,0,519,1,0,41,16,0
63,0,344,1,0,85,0,90
73,0,971,2,0,107,0,90
253,0,1021,1,0,85,0,90
169,0,369,1,0,88,0,90
23,0,622,4,0,54,19,90
32,0,889,17,0,130,0,90
23,0,11,1,0,12,2,0
68,0,923,10,0,84,0,90
174,0,0,1,0,116,0,90
38,0,371,9,1,105,7,0
35,0,538,3,0,108,0,90
65,0,1,1,0,5,0,90
106,0,1042,1,0,86,0,90
9,0,577,1,0,112,0,90
113,0,977,2,0,80,0,90
105,0,729,7,4,54,26,90
60,0,539,9,7,45,9,0
62,0,730,14,3,53,23,0
35,0,0,1,0,107,0,90
91,0,678,1,0,81,0,90
17,0,1062,1,0,119,0,90
18,0,1092,4,0,118,0,90
216,0,0,3,0,104,0,90
82,0,0,6,0,100,0,90
66,0,887,41,0,154,0,90
32,0,530,6,0,99,0,90
21,0,690,7,0,49,19,90
214,0,233,4,0,69,0,90
53,0,355,1,0,87,0,90
159,0,0,1,0,13,0,90
228,0,1012,1,0,173,0,90
104,0,0,1,0,109,0,90
12,0,0,1,0,123,0,90
181,0,775,9,0,91,0,90
18,0,542,1,0,111,0,90
33,0,0,4,0,105,0,90
141,0,420,1,0,63,0,90
91,0,332,4,1,29,11,90
355,0,366,1,0,82,0,90
31,0,101,4,0,86,0,90
42,0,0,5,0,119,0,90
132,0,0,7,0,119,0,90
61,0,249,2,0,67,0,0
47,0,179,2,0,31,10,0
30,0,246,5,0,65,0,0
98,0,0,1,0,102,0,90
134,0,554,36,23,105,50,90
102,0,0,3,0,113,0,90
14,0,0,1,0,109,0,90
202,0,0,1,0,101,0,90
92,0,823,9,0,93,0,90
69,0,0,1,0,110,0,90
61,0,959,1,0,164,0,90
50,0,0,2,0,121,0,90
20,0,373,2,4,96,6,90
43,0,0,1,0,106,0,90
93,0,0,3,0,32,0,90
41,0,1079,4,0,119,0,90
79,0,741,1,0,91,0,90
158,0,571,5,0,108,0,90
62,0,0,5,0,115,0,90
95,0,990,1,0,96,0,90
152,0,1012,3,0,174,0,90
56,0,809,1,0,84,0,90
20,0,1,4,0,13,0,90
67,0,497,1,0,109,0,90
77,0,20,6,4,21,10,0
82,0,584,2,0,110,0,90
27,0,11,5,1,23,8,0
72,0,1103,1,0,124,0,90
39,0,1042,3,0,116,0,90
63,0,0,1,0,102,0,90
96,0,985,1,0,88,0,90
21,0,0,1,0,101,0,90
127,0,0,4,0,117,0,90
56,0,0,1,0,92,0,90
145,0,441,2,0,88,23,0
19,0,0,2,0,126,0,90
153,0,27,1,0,8,4,0
185,0,0,3,0,87,0,90
42,0,422,7,0,76,22,0
23,0,241,7,0,69,0,90
38,0,0,1,0,110,0,90
64,0,20,7,4,22,10,90
163,0,950,1,0,107,0,90
93,0,19,1,0,18,4,0
52,0,923,2,0,81,0,90
27,0,439,1,0,96,0,90
22,0,0,4,0,102,0,90
18,0,0,1,0,38,0,90
77,0,0,2,0,95,0,90
43,0,0,1,0,107,0,90
25,0,549,3,1,69,26,0
13,0,0,5,0,116,0,90
27,0,1,2,0,11,0,90
75,0,590,1,0,114,0,90
63,0,0,1,0,50,0,90
105,0,553,31,12,101,40,90
52,0,1116,3,0,122,0,90
144,0,296,13,2,110,9,0
175,0,651,2,0,94,0,90
87,0,10,1,0,11,5,0
36,0,554,2,0,23,8,0
150,0,0,1,0,110,0,90
56,0,525,6,1,76,32,0
112,0,480,1,0,73,0,90
18,0,339,1,0,82,0,90
107,0,535,10,7,45,10,0
12,0,955,3,0,155,0,90
23,0,968,52,0,162,0,90
15,0,887,44,0,157,0,90
37,0,726,16,11,57,27,0
30,0,0,3,0,100,0,90
5,0,924,1,0,168,0,90
23,0,531,10,5,44,12,0
87,0,500,1,0,61,21,0
146,0,872,2,0,80,0,90
100,0,0,1,0,102,0,90
48,4,17,1,0,9,3,90
63,0,0,2,0,18,0,90
47,0,67,9,3,24,8,90
11,0,76,1,0,26,12,90
67,0,575,1,0,109,0,90
17,0,887,45,0,158,0,90
114,0,885,1,0,79,0,90
47,0,972,1,0,99,0,90
130,0,164,5,2,31,12,90
41,0,0,2,0,112,0,90
36,0,415,3,0,61,0,90
203,0,332,1,0,39,26,0
157,0,464,1,0,84,0,90
25,0,0,2,0,112,0,90
72,0,0,1,0,30,0,90
87,0,788,1,0,52,24,90
41,0,0,3,0,109,0,90
173,0,0,1,0,125,0,90
149,0,2,3,0,85,0,90
35,0,0,3,0,111,0,90
596,0,958,3,0,163,0,90
68,0,0,2,0,103,0,90
86,0,788,1,0,94,0,90
62,0,952,1,0,90,0,90
34,0,282,14,4,114,11,0
21,0,1028,1,0,112,0,90
54,0,0,8,0,122,0,90
34,0,267,9,0,66,0,90
158,0,0,1,0,112,0,90
165,0,246,1,0,64,0,90
112,0,0,1,0,127,0,90
52,0,0,2,0,103,0,90
79,0,525,3,0,104,0,90
34,0,941,1,0,163,0,90
106,0,551,12,2,51,12,0
22,0,0,7,0,114,0,90
124,0,602,1,0,84,30,90
145,0,0,4,0,106,0,90
374,0,63,2,0,7,2,0
41,0,955,1,0,153,0,90
56,0,11,1,0,17,4,0
27,0,939,5,0,99,0,90
21,0,553,34,12,104,40,90
236,0,421,1,0,76,0,90
73,0,790,10,7,55,26,0
30,0,0,1,0,7,1,0
46,0,322,1,0,109,6,0
84,0,0,1,0,14,1,0
281,0,891,1,0,97,0,90
109,0,967,1,0,101,0,90
42,0,0,4,0,37,0,90
69,0,1070,2,0,101,0,90
17,0,0,1,0,115,0,90
43,0,1057,1,0,120,0,90
41,0,517,1,0,91,0,90
37,0,0,4,0,109,0,90
71,0,961,3,0,160,0,90
129,0,0,4,0,117,0,90
26,0,980,3,0,162,0,90
53,0,1003,3,0,98,0,90
43,5,19,2,0,10,3,0
24,0,0,2,0,117,0,90
317,0,642,3,0,79,0,90
219,0,536,3,0,109,0,90
213,0,0,1,0,29,0,90
66,0,906,1,0,162,0,90
40,0,373,5,0,87,0,90
133,0,639,1,1,48,20,0
80,0,530,2,0,75,32,0
214,0,0,5,0,107,0,90
28,0,1053,4,0,122,0,90
119,0,351,1,0,110,8,90
34,0,19,3,1,12,4,0
181,0,870,1,0,83,0,90
635,0,567,2,0,101,0,90
138,0,0,1,0,125,0,90
30,0,542,10,6,48,9,0
80,0,585,1,0,87,0,90
1,0,423,1,0,82,0,90
168,0,0,2,0,36,0,90
108,0,908,1,0,160,0,90
32,0,0,1,0,111,0,90
41,0,298,2,0,61,0,90
269,0,441,1,0,76,0,90
79,0,514,6,1,85,23,0
44,0,19,1,0,8,5,0
17,0,944,1,0,160,0,90
171,0,334,1,0,81,0,90
74,0,0,1,0,30,0,90
9,0,0,4,0,102,0,90
24,0,0,1,0,111,0,90
91,0,11,1,0,10,1,90
30,0,650,1,0,93,0,90
33,0,659,4,0,59,29,0
399,0,691,2,1,48,20,90
96,0,653,1,0,42,19,90
18,0,0,1,0,1,0,0
34,0,370,25,9,56,21,0
94,0,160,3,0,31,8,0
9,0,375,1,0,88,0,90
45,0,0,7,0,58,0,90
126,0,0,1,0,113,0,90
508,0,898,1,0,101,0,90
