@relation kafka

@attribute issuecleanedbodylen numeric
@attribute ncommitsbycreator numeric
@attribute ncommitsinproject numeric
@attribute nissuesbycreator numeric
@attribute nissuesbycreatorclosed numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {0,30}


@data
15,19,305,23,21,764,320,0
37,0,279,36,33,752,301,0
22,0,277,24,5,746,294,0
111,0,213,8,5,581,210,0
20,2,186,9,2,538,169,30
53,0,291,1,0,799,302,0
82,51,338,93,61,895,351,0
3,0,136,2,1,420,98,0
4,0,282,41,23,751,301,0
8,0,288,34,19,791,303,0
21,0,102,11,3,252,18,0
13,0,399,6,3,927,412,30
5,0,365,27,27,879,380,0
34,0,312,37,33,794,324,0
6,0,106,2,1,251,21,0
11,0,295,55,35,747,307,0
5,0,283,14,10,756,302,0
7,0,208,41,19,580,205,0
15,0,347,18,12,813,354,0
17,11,155,45,9,457,122,0
20,0,334,7,6,807,347,0
18,0,335,2,0,902,357,0
18,37,360,75,40,835,367,0
7,11,155,44,9,456,122,0
8,0,289,37,19,762,300,0
14,39,390,77,44,898,400,0
20,0,210,7,4,567,201,0
6,0,386,6,0,903,398,0
11,0,323,29,10,824,331,0
8,9,155,8,6,455,122,0
81,0,374,9,4,892,385,0
9,43,357,90,51,939,386,0
86,0,322,5,0,923,345,0
6,12,376,15,15,891,387,0
19,0,103,1,0,273,23,0
65,32,330,67,35,804,342,0
10,0,75,1,0,141,9,0
19,11,338,15,16,892,351,0
19,1,108,1,0,279,28,30
6,23,368,29,27,896,383,0
20,0,239,5,2,629,243,0
15,5,378,15,9,893,390,0
65,0,140,5,1,433,106,0
10,0,288,36,36,792,303,0
11,9,171,10,8,509,152,0
6,24,365,29,28,883,381,0
210,0,164,7,0,491,132,0
8,0,347,62,40,819,355,0
13,32,337,79,34,871,357,0
44,0,281,3,2,773,305,0
43,0,133,1,0,337,61,0
33,0,146,5,1,393,84,0
22,27,302,60,29,758,315,0
8,0,354,66,39,924,386,0
28,0,111,4,0,285,29,0
6,15,257,21,17,667,262,0
3,0,136,1,0,419,97,0
35,0,340,1,0,907,358,0
37,5,313,10,8,795,325,30
11,0,268,46,28,677,272,0
40,0,355,4,1,884,371,0
10,11,328,16,11,916,354,0
61,1,270,3,1,744,297,0
6,0,123,1,0,205,16,0
6,8,133,28,4,341,61,0
41,0,276,1,0,751,296,0
9,0,68,1,0,147,11,0
10,6,325,18,7,845,335,0
27,8,103,25,9,274,23,30
36,0,324,2,1,831,331,0
68,3,119,4,1,266,9,0
2,0,136,4,3,422,100,30
8,0,347,30,10,815,354,0
6,0,205,38,18,583,196,0
17,24,178,64,28,522,161,0
10,0,120,1,0,262,9,0
5,1,361,10,3,941,391,0
16,15,260,17,16,674,265,0
7,0,147,29,12,446,113,0
45,3,374,3,3,890,391,0
7,23,350,26,25,827,361,0
8,0,256,42,25,656,260,0
16,1,357,4,1,830,364,0
7,25,288,27,27,772,301,0
12,33,273,56,41,752,296,0
10,28,369,28,29,945,396,0
8,32,338,77,34,868,355,0
8,28,329,30,29,916,348,0
4,0,71,1,0,142,9,30
6,0,349,21,19,826,360,0
10,18,280,22,20,701,285,0
6,0,395,2,0,925,407,0
39,9,154,7,6,456,120,0
6,0,360,67,42,854,370,0
9,16,175,53,15,519,158,0
20,42,353,86,50,922,385,0
6,5,260,20,9,675,265,0
21,1,366,5,3,894,384,0
15,0,226,16,8,595,227,0
15,33,310,70,36,793,323,0
7,0,277,36,21,747,294,0
10,0,102,8,2,244,15,0
23,0,378,38,18,895,390,0
16,2,311,26,1,813,318,0
17,25,212,66,27,580,209,0
7,0,365,70,43,861,375,0
9,3,286,9,3,766,298,30
21,0,273,39,37,755,297,0
11,32,336,69,35,817,349,0
26,0,270,13,9,689,275,0
11,2,338,4,3,904,351,0
11,1,330,2,1,918,354,0
11,47,295,86,47,741,306,0
8,17,292,20,19,728,301,0
8,0,165,14,9,487,132,0
85,4,347,16,8,878,363,0
8,2,147,4,2,395,84,30
30,15,360,37,16,846,370,30
8,0,338,60,34,893,367,0
35,0,229,17,8,600,229,0
13,39,372,68,46,894,384,0
11,35,270,71,36,687,275,0
15,43,309,80,51,801,314,0
13,34,288,64,41,756,299,0
19,37,287,70,44,795,303,0
25,0,164,2,0,493,132,0
9,0,330,47,25,868,343,0
8,5,127,26,2,312,52,0
5,5,104,18,6,239,14,0
7,26,381,29,29,901,394,0
27,0,336,17,13,905,370,0
8,0,348,65,38,922,383,0
10,0,371,66,41,889,388,0
27,1,392,8,2,929,406,0
6,2,329,8,3,916,348,0
9,12,177,10,8,524,162,0
5,6,186,19,4,539,169,0
17,0,273,15,6,747,293,30
7,8,375,12,11,896,386,0
9,0,276,39,39,759,300,0
63,0,354,1,0,829,364,0
8,0,240,2,0,615,241,30
14,49,356,87,51,836,364,0
118,0,294,14,13,736,305,0
8,31,309,66,37,807,314,0
41,44,357,92,52,943,390,0
11,48,329,89,58,865,342,0
13,32,337,78,34,870,357,0
7,5,176,13,3,522,161,0
28,0,293,1,0,789,307,0
2,21,319,24,24,787,329,0
41,0,328,13,9,911,347,0
161,0,149,4,1,417,93,0
7,10,148,42,8,397,87,0
8,32,349,73,34,875,363,0
69,48,304,88,48,760,317,0
6,4,240,17,8,622,239,0
26,25,245,52,26,637,249,0
26,12,202,14,9,579,193,0
73,0,61,1,0,114,19,0
37,4,325,9,4,924,348,0
6,34,374,61,39,889,382,0
54,0,338,4,3,894,351,0
2,5,123,25,1,306,46,0
6,1,347,5,3,811,355,0
10,0,233,18,10,607,233,0
48,0,147,1,0,397,84,30
8,0,370,1,0,891,386,0
32,0,306,35,15,771,321,0
11,23,375,29,27,895,386,0
7,0,355,1,0,828,364,0
6,32,335,79,38,918,363,0
5,9,219,11,9,587,217,0
13,0,145,3,0,417,97,0
26,8,330,11,8,915,348,0
8,0,60,1,0,144,10,0
9,0,233,3,1,609,234,0
10,0,246,39,23,640,251,0
30,0,184,5,4,547,174,0
9,18,337,21,18,898,367,0
49,0,117,10,2,296,37,0
11,15,337,19,15,909,371,0
12,0,366,1,0,862,376,0
17,0,273,1,0,744,295,0
78,0,399,1,0,929,408,0
5,0,314,41,22,808,319,0
7,15,257,20,17,660,261,0
8,0,332,41,39,878,345,0
48,5,368,5,5,892,383,0
8,0,338,1,0,898,371,0
6,5,314,14,6,809,319,0
9,0,336,1,0,892,364,0
6,0,110,15,5,282,29,0
8,17,371,48,18,883,381,0
20,0,325,18,16,795,336,0
26,17,384,53,19,900,394,0
32,49,343,94,58,896,357,0
8,0,339,40,19,820,352,0
30,9,192,14,11,558,181,30
13,8,329,12,8,912,348,0
21,0,366,24,23,867,377,0
17,6,305,12,11,804,312,0
51,0,58,2,0,115,19,0
15,0,329,1,0,864,342,0
7,27,374,70,29,894,390,0
6,5,161,7,4,480,128,0
61,6,107,19,7,244,15,30
25,0,102,1,0,260,10,30
38,0,204,16,7,579,195,30
7,0,102,1,0,267,21,0
7,0,340,55,32,870,356,0
7,0,309,37,20,806,316,0
7,41,282,78,42,707,290,0
49,41,308,67,49,779,319,0
13,41,344,83,49,915,379,0
7,13,146,45,17,392,82,0
175,0,282,1,0,751,303,0
18,20,164,57,24,486,132,0
13,0,341,2,0,908,374,0
22,0,329,2,1,864,342,0
27,0,309,22,7,781,325,0
7,0,273,8,4,739,292,0
7,0,116,1,0,266,7,0
11,0,386,73,47,895,396,0
15,26,343,59,28,873,362,0
6,0,322,36,16,791,333,0
9,49,306,91,50,773,321,0
8,0,354,26,25,890,373,0
113,0,385,28,27,889,394,0
1,0,136,3,2,421,99,0
15,13,251,16,13,653,254,0
12,9,193,12,10,561,182,0
7,0,343,2,0,883,353,0
25,0,183,10,4,527,165,0
10,29,251,56,30,642,250,0
25,0,331,16,10,918,356,0
8,7,358,26,10,844,367,30
16,41,357,68,49,893,376,0
47,23,171,63,27,511,152,0
2,0,65,1,0,117,22,0
38,0,337,3,2,891,350,0
8,12,237,17,14,617,237,0
11,0,315,33,30,817,330,0
86,2,282,8,4,703,288,0
45,30,287,75,36,799,301,0
14,0,339,27,25,867,355,0
52,0,381,1,0,907,397,0
26,1,338,2,1,903,355,0
26,5,118,1,0,294,42,30
6,18,343,22,19,911,378,0
38,10,237,16,12,613,238,0
8,22,347,24,24,816,354,0
45,0,366,2,0,898,382,0
36,0,295,3,2,748,307,0
49,0,317,32,30,816,331,0
7,0,341,29,27,870,357,0
11,0,288,37,21,762,305,0
6,0,133,20,7,343,61,30
7,2,375,2,2,902,393,0
12,38,365,65,44,885,381,0
39,0,282,1,0,753,300,0
6,10,293,17,11,784,307,0
36,22,197,58,24,574,187,0
15,34,287,60,42,755,299,0
18,0,343,12,7,884,353,0
74,6,332,13,7,914,352,0
19,4,273,11,6,741,292,0
8,0,286,30,14,719,296,0
28,0,272,39,38,749,292,0
115,0,392,1,0,899,402,0
8,17,383,52,19,899,393,0
4,0,367,1,0,890,385,0
20,32,336,76,38,907,359,0
5,22,335,26,25,807,346,0
10,6,186,18,4,537,169,0
16,3,289,8,7,780,302,0
4,5,140,6,4,427,105,0
5,0,289,31,14,726,299,0
23,33,270,51,40,745,296,0
10,0,279,40,24,764,302,0
30,7,103,22,8,245,17,0
63,2,343,4,2,912,376,0
33,0,351,10,7,939,382,0
22,0,161,6,0,479,128,0
5,0,294,35,19,799,305,30
19,1,341,7,1,927,372,0
1,0,87,1,0,180,12,0
50,0,277,25,5,744,293,0
9,0,271,2,0,752,297,0
89,4,272,12,6,749,293,0
7,13,140,9,5,436,106,0
54,7,128,26,4,314,56,0
8,11,185,12,8,549,175,0
26,0,308,1,0,781,319,0
7,0,357,25,23,888,379,0
18,2,287,6,5,770,299,0
52,0,130,6,0,316,55,30
53,38,379,62,44,902,395,0
10,0,312,27,7,804,312,0
13,0,78,3,0,190,5,0
68,0,138,18,6,369,69,0
6,8,293,23,8,731,305,0
39,0,130,1,0,317,55,0
26,0,78,1,0,128,17,30
39,42,350,85,50,924,384,0
12,3,292,4,3,767,307,0
36,0,352,18,13,887,370,0
5,0,352,5,3,940,382,0
7,0,290,36,21,766,302,0
9,1,278,24,0,747,293,0
7,22,353,28,24,924,384,0
9,0,288,35,35,789,302,0
37,10,133,2,0,347,62,0
59,0,83,1,0,184,10,30
8,5,139,16,12,366,71,0
4,0,68,1,0,185,6,30
21,3,289,9,7,784,301,0
13,7,339,12,12,894,358,0
9,27,339,32,31,868,355,0
19,0,327,1,0,851,339,30
87,0,105,13,4,276,25,0
28,31,284,73,35,762,297,0
9,10,360,14,13,835,367,0
21,0,396,6,0,912,408,0
4,0,309,12,10,806,314,0
5,33,325,72,39,836,335,0
40,49,363,99,57,947,384,0
10,0,269,27,12,679,273,0
17,0,358,1,0,846,368,30
10,0,84,1,0,123,10,0
5,21,323,23,23,803,336,0
9,51,336,98,53,814,349,0
9,0,164,37,17,488,132,0
12,17,157,53,21,461,124,0
22,3,328,8,6,855,341,0
12,0,396,31,12,914,408,0
6,9,203,9,8,580,194,0
87,1,211,7,2,577,203,0
7,0,329,58,32,917,348,0
7,4,167,4,3,498,142,0
109,10,305,28,10,761,318,0
14,0,210,24,3,582,201,0
16,46,317,84,54,811,322,0
5,19,305,21,21,765,320,0
7,2,147,3,1,394,84,0
127,0,336,4,0,897,366,0
6,10,330,20,11,869,343,30
34,4,292,13,7,765,307,0
22,0,93,1,0,221,7,0
8,0,103,1,0,246,15,30
26,0,97,8,0,233,6,0
51,1,238,5,2,620,240,0
9,10,333,21,11,878,347,0
10,0,150,30,13,450,116,0
35,0,184,4,3,543,172,0
5,26,363,31,30,886,378,0
9,0,379,2,0,897,386,0
8,0,129,1,0,315,54,0
10,0,352,67,38,936,382,0
40,11,330,29,12,804,342,0
10,43,311,78,51,811,318,0
24,35,377,62,40,890,383,0
10,38,380,63,44,906,396,0
9,0,327,60,34,915,351,0
9,22,276,25,25,751,296,0
3,0,348,1,0,825,359,30
36,0,128,13,4,317,55,0
16,0,399,7,3,931,412,0
25,52,343,95,62,893,356,0
20,0,287,2,0,790,302,0
29,38,351,66,45,885,368,0
7,5,179,5,4,524,162,0
8,41,346,85,49,921,380,0
25,2,287,7,6,771,300,0
328,0,61,1,0,115,19,30
28,22,399,72,24,933,409,0
52,0,136,15,5,360,67,0
27,16,368,16,17,900,386,0
7,0,273,41,36,738,292,0
6,0,205,36,18,579,195,0
43,38,353,63,43,890,369,0
8,0,364,11,8,861,374,0
29,0,375,15,13,900,387,30
12,43,318,70,51,821,334,0
36,47,366,99,56,942,394,0
26,0,287,10,8,754,296,0
33,0,295,33,14,748,307,0
34,3,361,12,6,841,369,0
19,0,360,16,14,887,379,30
11,1,299,4,1,774,313,0
27,0,334,16,11,808,347,0
56,0,247,21,12,640,252,0
7,27,358,27,28,938,387,0
9,8,292,9,7,727,301,0
9,0,273,2,1,755,297,0
5,8,205,10,8,582,197,0
19,0,387,14,11,900,398,0
9,16,377,19,18,897,393,0
23,0,330,1,0,907,349,0
15,48,329,86,58,862,341,0
7,3,129,2,0,314,54,0
7,12,340,20,13,908,358,30
103,0,386,13,11,904,399,0
8,50,354,95,58,930,374,0
15,0,327,12,7,899,349,0
38,46,364,95,54,949,395,0
8,12,128,36,14,317,55,30
6,31,289,71,36,782,301,0
6,12,254,16,14,652,254,0
20,0,239,4,1,628,242,0
4,0,291,1,1,762,304,0
8,0,323,43,23,827,331,30
10,19,198,57,20,578,189,0
7,0,150,1,0,415,92,0
33,0,287,1,0,799,302,30
11,0,355,9,8,829,364,0
11,34,330,76,40,876,344,0
10,9,301,27,9,757,314,0
29,34,329,74,40,866,342,0
8,1,270,2,1,743,297,0
23,0,103,9,0,176,14,30
102,0,283,13,10,778,307,0
24,0,347,32,15,876,364,0
28,11,121,26,12,292,41,0
9,0,185,37,18,536,169,0
7,0,328,59,33,913,347,0
68,1,357,3,1,943,390,0
9,0,325,5,2,928,348,0
9,0,359,64,40,833,366,0
11,0,324,1,0,826,330,0
5,0,237,29,5,618,237,0
75,50,337,90,58,888,347,0
92,0,331,3,0,878,345,0
6,11,325,16,15,923,348,0
10,0,121,7,3,294,41,30
6,0,367,13,11,946,394,0
13,0,384,70,46,900,396,0
120,0,193,1,0,557,180,30
12,0,380,66,41,908,396,0
6,0,291,51,34,727,301,0
18,0,140,1,0,432,105,0
20,28,373,65,30,886,391,0
1,0,147,1,0,398,84,0
84,0,293,14,10,732,305,0
4,0,145,3,1,376,79,0
7,0,340,42,40,889,355,0
26,0,340,6,1,865,358,0
6,0,275,49,32,695,280,0
9,16,280,18,17,700,285,0
33,0,367,1,0,884,383,30
4,31,284,72,35,761,297,0
5,10,117,27,11,299,37,0
14,0,285,27,7,763,298,0
10,8,329,22,8,913,348,0
39,29,251,54,30,640,250,0
28,0,334,16,12,916,362,0
17,0,345,8,7,823,358,0
9,0,245,39,22,640,250,0
21,30,256,58,31,663,261,0
9,2,164,8,1,485,130,30
16,0,168,1,0,502,147,0
31,41,396,78,46,906,406,0
6,17,282,19,18,706,290,0
35,0,273,12,7,757,297,0
25,0,320,14,10,819,335,0
7,24,365,28,28,880,380,0
8,0,164,1,0,489,132,0
15,17,370,17,18,902,388,0
11,33,282,69,38,749,302,0
17,24,364,27,26,860,374,0
15,0,289,7,5,785,301,30
5,0,257,43,26,658,261,0
9,13,246,14,13,640,251,0
5,10,237,15,12,612,238,0
120,5,340,11,6,896,359,0
72,1,352,2,1,926,382,0
59,0,77,2,0,129,27,30
7,25,358,31,30,896,377,0
10,0,266,44,26,679,271,0
39,47,366,98,56,945,397,0
18,39,390,76,44,897,400,0
5,0,351,25,24,882,367,0
68,0,298,1,0,774,316,0
14,0,247,32,7,641,249,0
16,11,155,47,9,459,122,0
16,0,291,1,0,755,302,0
12,4,99,14,2,229,7,0
26,0,226,9,5,592,227,0
17,0,270,1,0,745,293,0
8,41,337,80,48,908,370,0
4,0,322,37,36,823,330,0
5,1,392,9,2,930,406,0
23,0,142,4,0,441,108,0
32,0,320,1,0,916,344,0
9,0,291,12,9,782,302,0
15,0,323,37,16,792,334,0
7,9,288,16,10,775,301,0
22,9,325,14,9,927,348,0
34,0,318,2,0,812,324,0
9,0,237,42,22,611,238,0
13,0,185,3,1,535,168,0
12,36,272,75,37,692,276,0
47,0,149,4,1,415,92,0
4,4,117,8,0,295,37,0
6,6,189,6,5,545,173,0
6,0,320,59,37,792,331,0
40,0,150,2,1,413,92,30
47,29,319,62,31,786,329,30
4,22,373,28,26,884,391,0
11,29,314,63,31,788,329,0
19,1,211,6,1,576,202,0
5,0,357,64,40,831,364,0
6,27,339,33,31,869,356,0
77,0,171,2,0,515,153,0
8,21,396,59,23,913,408,0
39,0,172,3,0,501,140,0
43,0,342,2,0,863,356,0
10,24,298,58,26,753,311,0
18,11,171,9,8,501,141,0
8,0,365,10,6,944,395,0
4,0,238,28,4,616,236,0
119,0,159,3,0,472,126,0
5,2,398,6,5,931,412,0
27,0,324,1,0,828,330,0
22,0,171,1,0,510,152,30
8,14,340,17,14,926,371,0
21,5,332,12,5,912,352,0
187,0,140,13,8,414,97,0
33,1,273,5,4,755,297,0
4,9,334,14,14,902,356,0
19,0,239,3,0,627,241,0
30,51,336,91,61,882,351,0
9,0,273,48,31,694,278,0
6,0,71,2,0,143,9,30
6,0,117,6,1,294,37,0
30,0,77,4,0,183,7,30
23,0,334,39,18,806,347,0
29,9,193,13,11,563,183,0
5,31,309,67,37,808,314,0
11,0,211,40,18,575,202,0
7,0,335,55,29,897,355,0
7,3,119,9,2,297,42,0
18,25,204,61,27,579,196,0
149,32,330,66,35,803,342,0
36,9,295,25,9,740,306,0
12,0,119,10,1,266,9,30
33,0,354,24,8,828,364,0
3,0,289,34,9,729,301,0
29,24,298,59,26,754,311,30
49,40,294,74,48,798,304,0
10,0,320,49,25,821,334,0
9,9,280,18,8,699,285,0
24,0,138,1,0,373,74,0
6,0,357,60,37,890,380,0
17,17,177,54,16,520,160,0
5,0,392,29,27,896,402,0
62,0,340,2,1,907,359,0
9,0,345,63,37,918,379,0
13,0,324,1,0,796,335,0
5,0,371,1,0,883,382,0
103,4,293,13,5,768,308,0
29,6,276,9,7,761,300,30
13,0,339,61,36,922,369,0
19,0,398,17,13,925,411,0
9,3,330,8,4,920,349,0
19,0,321,36,35,822,329,0
5,18,196,54,18,559,183,0
84,0,300,2,1,770,314,0
94,1,140,5,0,365,71,30
7,0,251,41,24,644,250,0
29,0,360,1,0,847,370,0
9,0,356,1,0,837,364,0
6,0,343,64,37,912,376,0
9,0,129,9,6,324,57,30
16,0,379,1,0,901,395,0
21,33,271,52,40,750,297,0
48,4,338,8,4,898,351,0
100,0,211,8,4,574,202,0
15,0,294,1,0,736,305,0
8,20,272,24,23,748,295,0
5,39,372,66,45,888,387,0
9,31,355,69,33,891,374,0
36,46,367,97,54,944,392,0
34,0,102,6,0,268,8,30
9,27,340,34,31,869,356,0
5,0,241,13,12,621,239,0
11,5,329,9,5,906,350,0
33,0,100,4,1,236,11,0
6,0,294,3,3,784,307,0
7,0,276,37,22,753,298,0
11,16,280,17,17,698,285,0
17,4,288,4,4,762,305,0
6,3,370,4,3,897,384,0
9,32,348,74,34,876,364,0
5,0,317,36,33,805,332,0
8,0,152,32,14,452,118,0
7,8,331,20,9,916,352,0
20,0,349,1,0,880,367,0
12,0,357,26,23,891,380,0
6,8,334,14,13,897,351,0
73,37,359,60,42,892,380,0
25,0,241,10,6,617,240,0
17,49,305,89,49,762,319,0
19,0,378,37,18,894,390,0
18,9,183,11,10,546,172,0
9,0,344,61,36,916,379,0
22,0,377,26,25,892,390,0
54,42,399,77,47,926,409,0
38,24,350,32,29,883,367,0
8,0,381,2,1,908,397,0
7,31,339,32,32,902,352,0
22,0,331,39,37,871,344,0
1,0,351,1,0,885,367,0
38,0,332,4,2,903,363,0
12,2,280,10,3,749,298,0
119,0,396,15,12,918,408,0
123,5,283,13,7,776,307,0
9,29,337,30,30,887,352,0
29,0,107,7,3,246,15,0
23,43,287,84,44,723,297,0
8,0,231,41,22,604,231,0
104,32,305,76,38,803,312,30
33,2,189,12,4,556,178,0
20,41,304,75,49,799,311,0
6,0,106,2,0,278,26,0
26,0,359,38,17,848,369,0
8,0,306,56,36,769,320,0
37,34,288,62,41,754,299,0
16,4,327,11,6,916,353,0
9,33,319,69,39,815,327,0
7,0,335,53,26,879,350,0
152,0,205,6,5,583,197,0
4,0,102,9,3,266,21,0
46,0,387,1,0,907,400,0
4,1,349,2,1,921,382,0
47,2,183,10,4,533,166,0
12,0,383,1,0,900,388,0
15,0,171,1,0,514,153,0
108,0,355,6,2,885,369,0
28,32,279,76,37,763,302,0
9,33,339,81,39,924,369,0
55,18,185,53,18,551,175,0
13,43,287,83,44,721,297,0
6,21,398,67,23,931,412,0
13,8,390,10,8,895,400,30
7,14,331,18,14,901,362,0
7,0,239,12,11,621,239,0
7,23,370,28,27,896,384,0
125,0,137,17,9,424,103,30
10,33,266,63,34,678,271,0
44,0,316,23,15,810,330,0
21,0,185,3,2,534,168,0
7,31,340,34,32,906,358,0
6,0,168,2,1,499,143,30
6,23,336,25,23,906,370,0
28,0,102,8,3,245,15,0
20,3,374,10,4,898,386,0
27,3,291,11,3,799,305,0
49,0,384,1,0,897,386,0
6,12,179,11,8,526,164,0
9,45,316,83,53,810,321,0
6,42,347,69,50,879,363,0
6,8,275,17,7,696,280,0
37,0,399,2,0,928,408,30
28,0,332,11,8,879,345,0
9,31,257,60,32,666,262,0
8,7,290,13,8,760,303,0
101,0,399,8,4,932,413,30
20,0,238,4,2,624,240,0
10,50,334,96,52,812,347,0
29,0,123,8,4,305,46,0
29,1,270,2,1,740,291,0
3,8,105,23,9,249,19,0
8,30,341,31,31,896,359,30
52,0,377,1,0,894,390,0
21,12,131,39,14,331,58,0
18,0,329,1,0,859,342,0
6,25,210,65,27,572,201,0
13,0,78,4,1,191,6,30
31,0,231,1,0,605,231,0
6,23,224,43,24,592,225,0
20,30,293,75,36,799,303,0
15,4,291,6,4,801,303,0
52,0,58,3,1,116,20,30
30,47,365,96,55,948,393,0
4,8,365,27,11,860,374,0
6,1,385,3,2,890,395,0
5,24,364,30,28,887,383,0
19,0,365,2,0,861,375,0
8,4,359,9,7,888,379,0
31,6,186,15,4,535,169,0
112,0,364,37,19,888,383,0
45,0,340,30,27,871,359,0
25,0,363,1,0,891,379,0
6,23,198,56,25,568,185,0
6,12,239,13,12,625,241,0
9,0,396,77,47,926,410,0
5,39,351,67,47,889,370,0
14,0,99,7,0,173,14,30
5,1,383,8,1,900,391,30
118,0,386,30,9,901,398,0
26,0,319,16,15,788,330,0
13,41,282,80,42,709,290,0
6,0,339,58,30,905,357,0
8,0,359,66,42,847,369,0
9,21,350,27,22,923,385,0
15,7,373,30,9,894,389,0
58,0,329,8,3,915,349,0
53,0,366,1,0,946,393,0
40,34,288,65,42,757,300,0
48,30,287,75,35,759,304,0
9,12,193,13,9,557,180,0
82,50,337,92,59,890,348,0
11,21,166,59,25,496,134,0
43,19,198,55,19,560,185,0
11,0,212,42,19,582,209,0
51,5,280,12,8,740,297,30
8,0,351,26,24,882,367,0
32,22,399,68,24,929,408,0
12,4,99,15,4,230,9,0
110,0,313,15,14,783,328,0
21,45,289,86,46,725,299,0
12,1,341,2,1,887,353,0
74,0,230,11,10,601,230,0
65,0,338,2,0,905,371,0
85,25,353,30,29,888,369,0
17,6,281,10,6,751,301,0
13,37,287,69,44,794,303,0
10,16,338,20,16,905,370,0
16,30,324,65,32,798,335,0
24,0,333,1,0,807,345,0
115,3,342,11,5,822,353,30
11,37,287,72,44,796,302,0
6,0,330,7,3,905,351,0
13,9,316,10,8,791,330,0
5,0,330,48,25,869,343,0
9,0,366,1,0,892,384,0
11,10,133,3,0,350,62,0
4,0,376,5,1,892,393,0
21,32,270,51,39,742,292,0
44,0,337,2,2,907,370,0
14,0,149,17,8,397,87,0
20,48,324,85,57,827,330,0
6,0,373,31,30,895,389,0
8,0,142,10,6,374,78,0
10,19,198,56,19,577,188,0
23,0,119,1,0,298,42,30
48,0,370,1,0,897,384,0
53,0,329,2,0,857,342,0
14,13,253,15,13,647,252,0
7,1,199,4,2,569,186,0
8,0,363,25,23,886,376,0
7,40,281,77,41,705,289,0
8,0,319,17,15,789,330,0
14,9,329,13,9,922,349,0
10,0,370,67,41,890,384,30
8,4,309,13,5,808,316,0
13,8,396,30,11,905,406,0
13,9,225,21,8,592,226,0
28,0,400,1,0,932,409,0
6,11,145,5,2,385,81,0
477,4,96,22,0,267,19,0
4,0,279,50,32,697,284,0
12,5,140,5,2,362,71,0
11,28,380,71,30,904,396,0
17,0,140,19,6,374,76,0
35,0,138,1,0,368,69,0
19,1,289,4,3,779,302,30
58,0,71,1,0,179,5,0
9,6,101,22,7,245,14,0
5,49,330,95,51,807,343,0
8,11,230,12,11,600,230,0
19,39,376,74,42,892,387,0
5,28,378,69,30,898,394,0
8,0,338,29,16,864,354,0
14,0,314,29,9,807,314,0
8,17,260,22,19,673,265,0
9,26,350,32,31,881,365,0
5,27,330,30,28,921,349,0
60,0,341,30,18,872,360,0
61,9,106,26,10,279,26,0
10,0,358,32,10,843,368,0
7,32,336,70,35,818,349,0
9,0,336,62,35,908,370,0
19,25,245,51,26,636,249,0
25,0,348,19,12,822,355,0
24,37,359,61,42,893,380,0
67,0,83,3,0,183,8,30
159,0,80,1,0,121,23,0
25,0,360,29,11,855,369,30
