@relation hadoop

@attribute issuecleanedbodylen numeric
@attribute ncommitsbycreator numeric
@attribute ncommitsinproject numeric
@attribute nissuesbycreator numeric
@attribute nissuesbycreatorclosed numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {0,14}


@data
27,0,926,13,2,672,0,14
101,0,1012,11,2,898,19,14
80,0,0,15,0,265,35,14
28,0,982,12,0,881,8,14
222,0,0,10,1,545,1,14
60,0,0,10,0,374,19,14
34,0,670,5,0,572,0,14
7,0,988,16,0,693,7,14
22,132,1139,27,0,865,5,14
14,0,0,1,0,595,9,14
55,0,966,4,0,698,7,14
62,0,604,40,0,557,0,14
94,0,1139,12,1,919,7,14
166,0,0,10,1,348,37,14
45,0,0,12,0,46,0,14
399,0,610,10,0,697,3,14
58,0,0,5,0,36,0,14
90,6,654,8,22,796,4,14
163,0,0,12,0,61,0,14
85,0,0,26,2,538,1,14
18,0,818,32,0,668,0,14
201,0,0,1,1,360,20,14
13,0,786,1,0,669,0,14
124,0,0,26,1,330,32,14
69,0,1406,50,41,1115,174,14
158,0,1290,19,0,751,23,14
34,0,1086,19,0,910,22,14
44,0,748,14,0,538,1,14
56,0,1256,43,2,1063,45,14
109,0,802,4,0,585,3,14
37,0,1326,24,2,1035,111,14
158,0,0,26,1,565,43,14
19,0,0,5,1,356,22,14
13,0,887,25,6,720,6,14
41,0,786,17,219,665,0,14
22,0,0,32,1,411,50,14
50,0,0,31,5,313,18,14
72,0,1118,23,2,799,33,14
42,0,890,1,0,636,5,14
30,0,1004,1,0,780,8,14
30,0,754,23,0,545,3,14
50,0,0,12,0,630,50,14
43,88,1094,20,3,742,6,14
45,0,1142,5,0,754,13,14
54,0,0,6,0,567,46,14
25,0,970,19,2,705,40,14
24,0,0,20,1,480,55,14
55,0,0,2,0,279,6,0
53,0,1464,130,6,1170,24,14
30,0,1248,77,13,1062,45,14
43,0,0,4,0,358,33,14
26,6,611,17,23,727,22,14
31,0,1296,11,1,745,58,14
12,0,610,9,1,676,0,14
160,0,0,13,1,368,40,14
108,0,1124,111,2,967,0,14
60,0,1116,76,11,954,0,14
47,0,0,15,3,551,6,14
29,0,1514,25,5,1191,81,14
18,0,0,3,0,573,9,14
97,0,1334,4,2,1110,257,14
44,0,546,12,0,676,0,14
7,0,376,6,0,591,4,14
47,0,1324,16,0,1056,53,14
26,0,1132,19,0,941,80,14
97,0,0,2,0,311,23,14
52,0,0,10,4,567,50,14
48,0,0,24,1,552,59,14
15,0,1550,1,0,823,130,14
60,0,498,25,5,595,0,14
46,0,0,1,0,286,28,14
27,0,1222,19,13,806,51,14
31,0,1094,99,2,957,0,14
97,0,0,6,1,269,29,14
33,0,1137,45,1,861,5,14
37,0,1260,78,47,988,75,14
35,0,788,7,0,863,9,14
14,0,630,19,0,584,0,14
30,186,1580,44,2,827,129,14
25,0,0,13,0,561,11,14
51,0,940,4,0,745,2,14
243,0,0,6,1,230,37,14
36,0,1322,9,0,777,12,14
318,0,0,4,0,80,0,14
135,0,1238,52,27,960,64,14
41,0,1266,1,0,735,23,14
42,0,1422,69,0,1139,103,14
38,0,624,24,6,725,3,14
24,0,492,11,0,422,0,14
4,0,949,34,12,1076,6,0
153,0,1357,2,0,895,1,14
13,0,586,13,18,696,13,14
23,0,0,17,0,74,0,14
36,0,1538,34,4,1189,56,14
69,0,0,43,13,288,55,14
40,0,0,10,0,497,8,14
50,0,767,24,2,805,4,14
159,0,0,12,2,587,7,14
42,0,0,11,1,322,21,14
155,0,1102,9,0,688,0,14
48,20,1178,19,5,743,1,14
20,0,883,18,0,760,7,14
129,0,1066,73,24,929,87,14
46,0,753,9,20,809,11,14
71,0,612,5,0,679,0,14
23,0,816,3,0,669,0,14
99,0,1292,4,0,801,28,14
65,0,1140,8,0,928,26,14
97,0,458,2,0,339,2,14
36,0,901,10,0,840,6,14
40,0,1322,2,0,1110,254,14
32,0,1042,9,3,987,6,14
35,0,1474,30,4,776,35,14
25,0,1180,24,0,960,29,14
260,0,0,6,1,366,21,14
121,0,0,8,5,512,5,14
54,0,625,2,0,705,30,14
17,0,1406,26,51,1119,180,14
41,44,1436,17,4,766,46,14
33,0,1212,13,10,741,25,14
14,0,1274,17,14,742,24,14
33,0,934,8,0,693,0,14
25,0,0,1,0,94,0,14
38,0,0,6,0,90,0,14
51,0,0,13,4,397,58,14
107,0,1348,18,0,1109,216,14
105,0,0,9,1,254,40,14
106,0,911,1,0,857,6,14
86,0,909,4,0,832,7,14
10,0,746,23,0,536,1,14
36,0,596,13,0,614,0,14
67,0,0,24,2,640,34,14
106,0,648,1,0,580,0,14
40,0,0,31,4,435,50,14
40,0,0,25,0,537,37,14
39,0,1144,22,2,1040,45,14
59,0,907,3,0,834,7,14
39,0,658,3,0,625,0,14
229,0,1412,112,6,1136,103,14
41,0,0,16,1,643,16,14
27,0,1380,38,21,1037,12,14
38,0,654,42,0,601,0,14
20,0,692,8,6,630,1,14
45,0,962,4,0,869,2,14
23,0,624,1,0,628,2,14
119,0,0,1,0,505,8,14
95,0,0,6,2,356,28,14
77,0,924,19,2,709,0,14
15,0,942,43,0,754,2,14
41,0,0,43,17,625,52,14
23,0,957,28,10,1084,15,14
90,0,0,8,3,360,33,14
24,0,556,10,0,717,0,14
28,0,0,12,1,602,3,14
164,0,783,29,0,854,2,14
78,0,762,14,5,574,3,14
89,0,1140,1,0,751,13,14
24,0,953,35,10,892,9,14
7,0,1130,29,2,1030,45,14
13,0,1154,1,0,748,4,14
37,0,1237,1,0,970,7,14
26,0,1134,22,6,743,15,14
68,0,916,9,29,841,190,14
114,0,0,3,0,550,9,14
130,0,1164,3,0,767,27,14
177,0,0,6,0,533,39,14
33,0,0,15,9,227,48,14
54,0,926,8,2,694,0,14
32,0,887,98,2,697,4,14
48,0,1354,1,0,1102,10,14
16,0,1038,9,3,985,6,14
54,0,0,5,0,615,23,14
35,0,1004,4,0,877,10,14
65,0,1217,32,1,884,3,14
58,0,928,23,0,696,48,14
202,0,0,9,3,287,54,14
55,0,828,34,8,833,142,14
68,0,0,10,0,372,19,14
155,0,1132,1,0,834,8,14
84,0,0,29,1,395,52,14
48,0,0,2,0,347,38,14
161,0,0,36,11,569,47,14
192,0,0,4,1,250,33,14
46,0,0,32,0,597,4,14
98,0,1114,9,0,1016,45,14
91,0,0,16,6,563,6,14
57,0,957,13,9,1089,15,0
207,0,1334,8,1,788,5,14
234,0,0,3,0,365,38,14
50,0,1116,22,1,980,0,14
46,0,1244,7,5,982,61,14
62,0,1104,9,0,690,0,14
25,0,32,6,6,568,28,14
67,0,635,24,2,699,39,14
91,0,1320,12,32,1112,253,14
41,0,0,35,1,595,4,14
28,0,0,15,1,345,22,14
41,0,1131,18,29,941,7,14
20,0,924,18,0,963,6,14
43,0,0,17,2,330,17,14
48,0,906,42,0,943,6,14
136,0,1086,21,4,773,31,14
108,0,857,2,0,841,6,14
130,64,1182,14,4,928,4,14
100,0,1441,9,3,1019,53,14
140,0,1445,2,0,1025,51,14
25,0,1460,23,0,1139,95,14
39,0,880,34,0,626,5,14
89,0,846,5,0,886,6,14
53,0,1100,10,10,741,6,14
112,0,1356,95,54,1035,13,14
26,0,1318,2,0,778,3,14
19,0,834,34,2,616,4,14
350,0,0,6,0,79,0,14
152,0,1092,13,20,786,10,14
41,0,0,9,1,234,40,14
146,0,955,2,6,920,10,14
84,14,1180,4,3,924,4,14
48,0,0,45,12,269,39,14
199,0,968,2,0,958,6,14
122,0,1390,9,1,1046,12,14
23,0,774,16,0,581,3,14
40,0,1316,16,1,800,6,14
44,0,734,7,0,546,2,14
43,0,1122,17,0,723,0,14
15,0,0,18,2,388,17,14
62,0,0,28,11,546,79,14
78,0,836,36,43,1007,167,14
42,0,470,1,0,335,4,14
95,0,1439,31,0,883,59,14
27,0,1156,5,0,951,66,14
207,0,0,11,0,159,0,14
212,0,954,1,0,732,0,14
27,0,1140,6,2,740,0,14
274,0,0,12,1,289,63,0
67,0,1122,1,0,961,0,14
72,0,0,27,1,564,41,14
60,0,0,19,0,92,0,14
35,0,794,1,0,813,113,14
17,0,0,6,0,281,25,14
29,0,0,17,0,563,37,14
53,0,586,16,1,614,0,14
34,0,0,2,0,567,40,14
72,0,1052,1,0,987,6,14
70,0,0,2,0,19,0,14
82,0,948,6,12,773,8,14
29,0,883,5,1,760,7,14
119,0,0,1,0,257,33,14
128,0,958,14,0,710,45,14
33,0,536,45,0,716,0,14
117,0,1184,1,0,783,27,14
103,0,0,28,12,565,40,14
37,0,0,12,0,372,18,14
145,0,592,8,0,586,0,14
64,0,0,7,0,343,23,14
213,0,1108,1,0,725,7,14
65,0,1328,20,1,1101,197,14
106,0,0,29,4,537,36,14
30,0,1248,12,0,985,15,14
169,0,1182,2,0,918,33,14
22,0,720,5,0,534,2,14
20,0,0,1,0,224,42,14
280,0,0,5,0,332,15,14
19,0,0,28,0,358,24,14
34,0,0,6,4,632,16,14
77,0,998,15,0,901,0,14
86,0,1322,22,10,1096,222,14
5,0,842,6,0,679,7,14
208,0,0,2,0,322,21,14
104,0,490,7,0,438,0,14
8,0,638,10,12,697,39,14
116,0,0,19,1,363,52,14
37,0,1386,1,0,1123,5,14
29,80,1448,24,11,1011,31,14
28,0,1256,4,1,1070,45,14
93,0,854,24,6,668,7,14
108,0,844,29,6,679,7,14
116,0,889,15,7,818,172,14
18,0,0,17,4,532,39,14
90,0,0,18,1,292,53,14
7,0,1260,3,0,808,43,14
107,0,1090,6,0,956,0,14
153,0,0,3,0,333,14,14
39,50,1124,24,0,742,5,14
82,0,1524,62,27,811,30,14
93,0,885,9,0,755,7,14
17,0,1228,22,1,737,1,14
41,0,1370,17,17,1034,12,14
14,0,1070,5,3,785,33,14
69,0,0,41,29,240,36,14
30,0,612,13,0,579,0,14
78,0,0,1,0,590,30,14
31,0,0,25,1,556,44,14
35,0,0,45,12,628,13,14
55,0,0,26,7,630,36,14
14,0,0,14,1,568,6,14
27,0,1006,2,0,726,14,14
86,0,1034,13,0,956,6,14
14,0,480,12,4,594,1,14
133,0,0,27,2,505,6,14
22,0,1008,47,0,982,6,14
78,0,588,30,0,694,0,14
28,0,1334,24,51,1098,191,14
48,0,0,3,0,547,0,14
71,0,1368,1,0,763,54,14
40,0,1388,3,7,1118,104,14
37,0,1426,16,1,754,51,14
43,0,1094,7,21,786,11,14
44,0,1446,15,1,1019,55,14
160,0,0,2,0,279,57,0
47,0,0,19,0,218,0,14
89,0,809,8,19,968,121,14
35,0,1092,4,0,881,22,14
73,0,0,9,3,633,46,14
36,30,1090,9,2,785,14,14
52,0,594,2,0,511,22,14
28,0,1010,46,2,977,6,14
32,0,0,25,4,562,85,14
37,0,1292,18,12,1092,271,14
46,0,768,1,0,828,9,14
19,0,1066,20,2,935,87,14
41,0,622,11,0,628,0,14
50,0,0,1,0,599,39,14
80,0,992,3,0,696,7,14
31,0,1381,24,1,898,1,14
50,0,1080,12,0,780,9,14
40,0,1104,8,8,837,6,14
19,0,952,13,1,871,0,14
51,0,0,15,4,565,47,14
38,0,770,19,3,827,9,14
153,0,0,13,4,293,9,14
84,0,890,1,0,684,53,14
62,0,0,1,0,85,0,14
20,0,622,10,0,658,0,14
52,0,0,1,0,221,32,14
86,0,1370,19,1,765,54,14
38,0,926,1,0,695,49,14
24,0,1384,7,0,825,76,14
55,114,1214,60,0,750,1,14
39,0,842,13,0,891,6,14
19,0,1094,10,3,736,1,14
76,0,1266,10,0,726,0,14
70,0,0,48,7,275,57,14
155,0,1520,2,2,800,36,14
55,0,0,12,1,633,16,14
30,0,0,71,0,218,0,14
112,0,1010,49,3,900,19,14
49,0,0,4,0,504,8,14
35,0,1379,1,0,1041,16,14
8,0,1282,25,19,999,110,14
42,0,626,8,0,650,0,14
76,4,1194,7,3,742,71,14
54,0,572,1,0,648,0,14
62,0,0,22,1,592,7,14
9,0,608,7,0,673,0,14
80,0,760,1,0,546,3,14
61,0,1066,19,1,773,33,14
84,0,854,1,0,693,7,14
13,0,448,22,0,336,2,0
19,0,952,55,0,766,8,14
66,0,0,17,0,367,43,14
26,0,885,29,7,720,6,14
90,0,1488,123,5,1163,30,14
33,0,1357,9,1,894,1,14
22,0,690,12,75,634,1,14
122,0,328,5,0,565,5,14
307,0,0,10,0,596,10,14
61,0,0,46,8,279,63,14
87,0,1064,19,0,916,0,14
85,0,1408,29,32,819,89,14
49,0,896,22,101,667,0,14
46,0,0,4,1,498,8,14
41,0,1288,82,82,1075,283,14
57,0,1140,23,7,791,33,14
40,0,974,9,0,709,0,14
216,0,1292,22,2,765,8,14
16,0,0,4,0,362,41,14
343,0,0,20,1,336,14,14
88,0,1244,4,2,911,3,14
36,0,0,25,1,340,37,14
31,0,1142,10,3,928,26,14
14,0,1154,3,0,794,38,14
68,0,0,21,5,348,17,14
164,0,1280,76,47,1000,80,14
78,0,1278,82,82,1081,271,14
16,0,0,1,0,343,25,14
89,0,1437,46,11,994,32,14
80,28,1312,15,7,765,20,14
53,0,1104,105,26,937,94,14
50,0,938,1,0,711,46,14
20,0,588,13,0,591,0,14
49,0,1308,83,13,1072,44,14
100,0,1052,1,1,755,10,14
39,0,0,2,0,313,18,0
32,0,482,15,1,592,0,14
14,0,0,41,13,635,16,14
132,0,1144,56,0,1022,44,14
28,0,610,11,5,711,3,14
48,0,0,1,0,236,42,14
18,0,1448,50,11,1012,31,14
60,0,974,7,3,667,0,14
40,0,1184,3,0,742,68,14
117,0,571,3,0,803,15,14
17,0,0,15,0,265,39,14
71,0,0,36,6,561,49,14
50,0,0,50,0,180,0,14
101,0,770,25,0,824,9,14
59,0,0,10,0,620,34,14
34,0,558,1,0,674,0,14
95,0,1354,28,6,1036,118,14
51,0,1010,57,1,904,19,14
68,0,1118,22,2,798,33,14
84,0,1358,23,0,1012,9,14
171,0,924,2,0,692,50,14
193,0,0,1,0,216,0,14
28,0,0,42,0,163,0,14
377,0,1256,3,0,813,47,14
15,0,600,15,18,689,4,14
43,0,0,13,1,620,19,14
14,0,976,9,0,710,0,14
18,0,0,1,0,579,39,14
26,0,1532,11,2,809,34,14
359,0,0,14,1,331,19,14
42,0,1178,23,0,740,1,14
16,0,482,52,0,333,4,14
42,0,0,12,0,233,37,14
82,0,1306,6,1,778,9,14
29,0,486,3,0,347,5,14
42,0,0,9,5,242,33,0
124,0,0,18,4,297,14,14
48,0,702,18,1,628,1,14
62,0,0,68,0,219,0,14
78,0,0,2,0,25,0,14
50,0,0,11,1,505,6,14
37,0,0,8,5,234,40,14
29,0,1396,88,0,1126,5,14
127,0,1422,19,4,765,47,14
52,0,1431,5,0,1044,20,14
57,0,1128,7,3,939,7,14
11,0,1316,56,0,1069,45,14
228,0,0,2,0,568,50,14
22,0,1134,9,8,888,27,14
42,0,1248,24,6,811,47,14
3,0,872,9,0,930,6,14
64,0,888,43,0,698,63,14
139,0,0,4,5,569,49,14
52,0,0,51,0,192,0,14
41,0,988,22,0,892,13,14
92,0,1139,7,0,863,5,14
12,0,626,4,0,622,2,14
103,0,594,3,0,512,8,14
28,0,1344,17,0,1038,13,14
12,0,798,14,0,874,9,14
65,0,656,20,12,729,2,14
41,0,1020,7,7,741,38,14
71,0,1252,3,1,741,1,14
57,0,686,5,0,766,2,14
70,0,1179,6,3,924,4,14
95,0,0,14,4,536,34,14
31,0,422,14,0,432,2,14
180,0,0,7,1,509,6,14
35,0,0,23,7,362,50,14
89,0,0,16,3,565,49,14
32,0,478,52,0,332,4,14
64,0,988,15,0,687,0,14
48,0,0,26,1,329,56,14
5,0,905,40,4,819,7,14
95,0,1246,17,1,916,3,14
36,0,0,3,0,569,14,14
29,0,0,34,6,364,36,14
30,0,0,2,0,110,0,14
14,0,770,36,0,659,0,14
61,0,0,1,0,98,0,14
39,0,990,29,9,890,10,14
25,0,1240,20,5,907,3,14
18,0,990,23,3,888,13,14
45,0,998,32,8,890,17,14
35,0,556,19,0,666,0,14
47,0,1310,3,0,777,9,14
33,0,0,11,0,365,36,14
32,0,666,14,0,600,0,14
60,0,1252,8,4,982,15,14
44,0,759,20,4,808,9,14
94,0,1388,2,0,809,83,14
22,0,1200,3,0,876,3,14
69,0,614,7,0,629,0,14
43,0,1139,12,0,920,7,14
53,0,1336,94,0,1078,10,14
34,0,1224,19,28,952,44,14
18,0,850,53,2,834,150,14
68,0,0,31,0,615,24,14
59,0,0,19,4,264,35,0
67,0,0,1,0,377,22,14
117,0,0,47,8,280,63,14
75,0,0,29,11,556,83,14
52,0,0,2,0,221,39,14
235,0,1108,2,0,822,9,14
145,0,604,11,30,686,3,14
22,0,0,6,0,279,28,14
52,0,612,15,1,632,0,14
9,0,747,7,1,805,9,14
71,0,0,14,0,187,0,14
46,0,1566,10,6,1180,65,14
29,0,1104,3,0,751,44,14
81,0,0,1,0,555,83,14
54,0,1016,41,0,739,38,14
24,0,590,15,0,620,2,14
35,0,950,2,0,677,7,14
93,0,0,41,6,288,44,14
200,0,1308,5,3,1015,13,14
17,0,486,10,0,357,5,14
92,0,0,2,0,298,56,14
43,0,0,4,0,567,52,14
30,0,0,3,1,634,58,14
78,0,0,3,0,597,38,14
70,0,0,11,1,639,17,14
40,0,1116,20,0,972,0,14
161,0,0,7,0,626,11,14
64,0,1422,10,0,1002,37,14
139,0,0,1,1,485,55,14
111,0,0,14,3,222,32,14
143,0,0,1,0,495,8,14
78,0,1214,87,38,916,44,14
61,0,644,31,8,680,46,14
13,0,670,20,0,567,0,14
39,0,1118,3,0,788,9,14
100,0,661,1,0,718,68,14
26,0,1218,40,11,925,44,14
39,0,970,10,5,787,8,14
27,0,782,17,67,661,0,14
121,0,1284,21,10,1070,277,14
22,0,0,1,0,336,14,14
42,0,0,11,2,273,59,14
72,63,1169,15,4,917,4,14
46,0,1120,22,2,877,17,14
14,0,0,21,0,549,0,14
48,0,1110,9,8,724,7,14
24,0,1130,20,7,803,15,14
25,0,1334,39,40,1098,192,14
35,0,0,18,3,629,42,14
91,0,1182,40,3,961,29,14
39,0,640,9,12,693,38,14
30,0,0,3,0,616,2,14
33,0,1172,33,41,958,23,14
65,0,1518,64,27,808,30,14
21,0,1292,22,10,1096,271,14
35,0,1018,74,1,919,0,14
24,0,1264,78,13,1063,45,14
22,0,1426,52,8,1068,6,14
7,0,128,33,1,526,16,14
101,0,1440,2,0,1078,135,14
75,0,0,5,0,215,0,14
24,0,984,20,219,685,0,14
16,0,624,11,1,706,30,14
33,0,468,3,1,333,4,14
11,0,1514,6,5,1169,87,14
69,0,0,32,11,473,55,14
73,0,904,3,1,877,0,14
97,0,0,1,0,225,0,14
58,0,1449,14,2,910,58,14
13,0,720,10,1,532,3,14
61,0,952,18,0,716,0,14
31,0,862,3,0,669,7,14
38,0,1112,2,0,796,32,14
71,0,0,16,0,598,4,14
30,0,852,1,3,665,0,14
50,0,0,1,0,564,44,14
38,0,648,6,0,567,0,14
223,0,1124,22,2,734,47,14
115,0,1034,37,16,856,11,14
33,0,903,10,0,825,7,14
53,0,985,33,1,1078,74,14
9,0,1291,1,0,920,3,14
128,0,652,46,0,580,0,14
77,0,0,14,1,591,9,14
70,0,512,1,0,609,0,14
27,0,1372,35,2,1036,13,14
90,0,0,7,0,637,16,14
116,0,0,6,3,450,62,14
21,0,0,8,2,551,4,14
99,0,0,13,0,292,7,14
48,0,0,1,0,551,0,14
8,0,1086,8,10,726,1,14
100,0,0,1,0,281,42,14
14,0,1144,61,7,1042,45,14
121,0,0,16,0,518,2,14
13,0,0,5,2,294,55,0
27,0,974,32,3,747,6,14
132,0,612,3,2,712,23,14
213,0,1368,14,0,1108,12,14
31,0,748,9,30,772,93,14
143,0,0,10,0,215,0,14
19,0,0,9,1,574,40,14
44,0,774,8,0,539,3,14
32,0,984,10,2,890,17,14
20,0,1074,1,0,987,45,14
35,0,0,49,7,276,57,14
159,0,0,35,8,330,32,14
40,0,0,3,0,339,37,14
31,0,794,2,0,816,113,14
38,0,1128,1,0,795,33,14
67,0,1128,3,0,848,8,14
127,0,0,1,0,100,0,14
22,0,960,16,0,745,6,14
64,0,1314,17,12,1083,226,14
26,0,1220,3,1,1016,37,14
53,0,1208,37,8,996,36,14
24,0,1006,20,0,888,17,14
96,0,0,3,0,87,0,14
52,0,0,21,0,363,36,14
41,0,808,27,2,867,9,14
10,0,554,15,0,715,0,14
54,0,758,1,0,860,25,14
40,0,979,12,5,1100,27,14
189,0,1460,31,4,1138,95,14
22,0,879,7,0,690,6,14
43,0,0,13,1,649,32,14
11,0,962,46,0,962,6,14
25,0,0,6,0,552,0,14
254,0,0,2,0,612,4,14
112,0,536,23,0,717,0,14
60,0,682,15,0,759,1,14
37,0,0,16,3,628,36,14
105,0,988,65,1,898,10,14
130,0,972,1,0,888,8,14
37,0,1401,46,11,1040,17,14
48,0,1088,14,5,772,15,14
12,0,966,34,0,746,5,14
62,0,1458,1,0,934,57,14
60,0,895,4,0,786,7,14
32,0,1280,39,41,999,80,14
25,0,1112,30,3,826,8,14
56,0,1032,1,0,742,11,14
48,0,1422,1,0,766,47,14
46,0,1120,16,2,790,58,14
16,0,128,19,1,532,17,14
52,0,1326,23,23,1099,222,14
33,0,1106,1,0,815,15,14
44,0,946,11,0,688,0,14
16,0,1344,50,27,1116,192,14
77,0,0,39,10,289,48,14
13,0,1308,48,2,1069,44,0
90,0,902,28,7,690,54,14
63,0,753,10,1,810,11,14
59,0,909,1,0,825,7,14
102,0,909,9,0,806,7,14
43,0,0,21,1,488,54,14
40,0,663,1,0,722,71,14
18,0,0,24,1,279,6,14
145,0,0,4,1,461,55,14
71,0,538,43,27,503,14,14
10,0,1374,32,4,1101,12,14
81,0,0,4,1,497,10,14
18,0,0,16,1,628,23,14
47,0,0,3,0,589,30,14
35,0,486,11,0,358,5,14
130,0,0,12,0,179,0,14
54,0,1366,96,54,1035,13,14
80,0,1136,2,0,964,0,14
31,0,936,25,101,659,0,14
52,0,0,23,2,351,47,14
45,0,0,40,12,293,51,14
44,104,1126,58,0,689,0,14
19,0,772,16,1,661,0,14
100,0,1010,30,8,900,19,14
88,0,0,21,0,318,20,14
24,0,772,4,0,660,0,14
21,0,1278,4,0,809,42,14
19,0,981,15,3,924,10,14
50,0,1460,5,1,965,56,14
20,0,728,6,0,639,1,14
38,0,587,21,24,693,13,14
69,0,1502,59,28,800,102,14
200,0,0,20,2,282,56,14
7,0,1382,26,25,1117,11,14
150,0,1110,1,0,714,0,14
30,0,0,3,0,596,10,14
126,0,1408,16,4,775,55,14
16,0,1008,19,1,890,19,14
184,0,0,1,0,539,9,14
65,0,0,24,2,547,3,14
271,0,0,18,5,590,33,14
25,0,0,37,5,335,26,14
41,0,1117,22,29,958,7,14
216,0,1378,5,0,1041,8,14
235,0,1060,19,2,743,23,14
96,0,0,24,5,571,52,14
153,0,1110,17,3,821,10,14
61,0,0,8,2,627,17,0
65,0,706,4,1,740,1,14
29,0,926,9,0,681,0,14
26,0,830,2,0,875,8,14
144,0,668,10,14,619,1,14
30,0,607,14,12,706,3,14
51,0,1120,5,0,795,32,14
142,0,1186,4,0,757,67,14
94,0,660,20,18,734,2,14
172,0,1433,29,10,998,57,14
35,0,1182,15,10,743,19,14
65,0,0,7,1,373,19,14
47,0,652,19,0,625,1,14
171,0,586,5,6,521,22,14
149,0,602,15,12,709,3,14
218,0,1448,1,0,962,53,14
11,0,1162,9,0,787,32,14
39,0,0,9,0,214,0,14
26,0,0,7,4,307,24,14
152,0,0,2,0,566,47,14
29,0,1441,12,6,900,58,14
48,0,602,18,0,628,2,14
51,0,632,32,0,579,0,14
66,0,30,15,1,572,34,14
74,0,1160,1,0,767,27,14
344,0,791,4,0,879,2,14
73,0,0,15,2,588,19,14
63,0,1276,38,29,996,105,14
31,0,901,39,2,834,7,14
50,0,1126,5,0,802,33,14
57,56,1104,18,2,837,6,14
49,0,0,15,0,348,23,14
40,0,0,24,3,311,18,14
29,0,895,26,0,769,7,14
26,0,862,13,0,692,63,14
22,0,1138,28,5,791,30,14
63,0,0,16,0,535,39,14
33,0,1034,25,2,733,12,14
24,0,1201,8,0,885,3,14
74,0,0,17,0,533,63,14
30,0,610,3,0,549,0,14
99,0,0,12,1,537,32,14
4,0,1238,19,9,960,64,14
35,0,632,8,75,625,2,14
276,0,0,50,7,292,49,14
53,0,0,13,2,606,3,14
27,0,749,3,0,810,11,14
83,0,468,57,0,331,5,14
103,0,0,14,2,291,53,14
29,0,1412,12,0,1135,103,14
154,0,1330,5,0,1038,116,14
24,0,1460,24,0,1140,95,14
26,0,1536,60,29,806,115,14
122,0,0,1,0,280,42,14
49,0,1204,3,2,723,19,14
15,0,416,3,6,426,2,14
93,0,0,18,0,354,36,14
27,0,0,21,4,268,35,14
52,0,0,48,8,364,46,14
15,0,893,33,4,763,7,14
149,0,1536,29,1,1187,83,14
86,0,710,17,16,630,1,14
179,0,582,1,0,515,22,14
51,0,0,36,23,226,30,14
22,0,0,5,3,576,43,14
43,0,1078,2,0,770,17,14
17,0,0,30,11,578,23,14
42,0,590,17,1,570,0,14
24,0,863,33,25,837,161,14
43,0,1135,41,1,856,5,14
28,0,912,14,5,657,0,14
27,0,1514,2,0,797,105,14
51,0,901,27,1,844,6,14
50,0,0,3,0,528,26,14
118,0,1376,23,11,1035,16,14
38,52,1014,9,0,904,19,14
20,0,0,8,0,614,2,14
10,0,1000,32,0,967,6,14
108,0,1042,2,0,988,6,14
13,0,1102,10,0,750,6,14
167,0,0,5,3,225,47,14
55,0,985,5,0,1072,62,14
44,0,1396,20,9,1126,6,14
